name,type,value,date,info
基里巴斯,296,2.88306,1993,
库克群岛,184,2.675548,1993,
蒙特塞拉特,500,2.40294,1993,
帕劳,585,0.719216,1993,
马绍尔群岛,584,0.568886,1993,
图瓦卢,798,0.151403,1993,
美国,840,1230000,1994,
日本,392,1150000,1994,
德国,276,461000,1994,
意大利,380,203000,1994,
法国,250,201000,1994,
中国,156,188000,1994,
英国,826,187000,1994,
巴西,76,138000,1994,
韩国,410,113000,1994,
加拿大,124,91886.9969,1994,
墨西哥,484,91757.99197,1994,
俄罗斯联邦,643,87788.19287,1994,
西班牙,724,85959.99264,1994,
台湾,158,65436.67082,1994,
瑞士,756,58078.01697,1994,
荷兰,528,57699.87815,1994,
印度,356,56406.79541,1994,
印度尼西亚,360,47983.10935,1994,
澳大利亚,36,47956.10312,1994,
土耳其,792,45657.17277,1994,
比利时,56,44364.52081,1994,
瑞典,752,40278.40958,1994,
泰国,764,38342.65282,1994,
阿根廷,32,38305.80499,1994,
奥地利,40,35328.49144,1994,
南非,710,26552.84458,1994,
丹麦,208,22564.23775,1994,
芬兰,246,21682.76821,1994,
马来西亚,458,19842.57129,1994,
波兰,616,19204.20161,1994,
乌克兰,804,18934.44513,1994,
伊朗,364,17742.40089,1994,
菲律宾,608,17712.97739,1994,
新加坡,702,17423.41919,1994,
波多黎各,630,16883.40777,1994,
葡萄牙,620,15688.32517,1994,
希腊,300,13874.3072,1994,
以色列,376,13797.79715,1994,
挪威,578,13173.34626,1994,
委内瑞拉,862,12971.23652,1994,
沙特阿拉伯,682,12624.82735,1994,
爱尔兰,372,11041.28907,1994,
智利,152,10283.57944,1994,
捷克,203,10062.47217,1994,
新西兰,554,9915.081633,1994,
香港,344,9902.358457,1994,
埃及,818,9252.163825,1994,
罗马尼亚,642,8215.31985,1994,
匈牙利,348,7568.931204,1994,
秘鲁,604,7245.5998,1994,
巴基斯坦,586,6984.278169,1994,
摩洛哥,504,6367.04697,1994,
厄瓜多尔,218,5184.625,1994,
阿联酋,784,5038.473886,1994,
孟加拉国,50,4968.499352,1994,
古巴,192,4869.179235,1994,
阿尔及利亚,12,4270.757455,1994,
塞尔维亚,688,4238.47299,1994,
白俄罗斯,112,3980.451213,1994,
克罗地亚,191,3864.8182,1994,
斯洛文尼亚,705,3723.597278,1994,
多米尼加共和国,214,3188.168147,1994,
突尼斯,788,3029.868991,1994,
斯洛伐克,703,3021.5961,1994,
乌拉圭,858,2871.980787,1994,
尼日利亚,566,2728.742508,1994,
科威特,414,2640.883781,1994,
哈萨克斯坦,398,2550.420417,1994,
乌兹别克斯坦,860,2296.943461,1994,
利比亚,434,2231.345566,1994,
斯里兰卡,144,2210.017334,1994,
卢森堡,442,2146.335506,1994,
哥斯达黎加,188,1999.992136,1994,
朝鲜,408,1962.543342,1994,
危地马拉,320,1862.594116,1994,
津巴布韦,716,1789.112461,1994,
萨尔瓦多,222,1771.7,1994,
肯尼亚,404,1529.831547,1994,
科特迪瓦,384,1439.108866,1994,
保加利亚,100,1314.190307,1994,
立陶宛,440,1281.602904,1994,
巴拉圭,600,1114.050627,1994,
多民族玻利维亚国,68,996.425364,1994,
拉脱维亚,428,920.674352,1994,
加纳,288,914.46827,1994,
冰岛,352,892.769532,1994,
巴林,48,876.906994,1994,
塞浦路斯,196,833.302981,1994,
特立尼达和多巴哥,780,829.545782,1994,
卡塔尔,634,809.869289,1994,
约旦,400,795.690487,1994,
爱沙尼亚,233,777.261582,1994,
叙利亚,760,764.688613,1994,
黎巴嫩,422,745.530559,1994,
牙买加,388,734.995134,1994,
洪都拉斯,340,732.229079,1994,
毛里求斯,480,689.833871,1994,
安哥拉,24,685.054188,1994,
塞内加尔,686,675.250477,1994,
文莱,96,672.09092,1994,
马耳他,470,589.882144,1994,
越南,887,588.354315,1994,
坦桑尼亚,834,570.275395,1994,
阿曼,512,562.628059,1994,
巴勒斯坦,275,535.8,1994,
尼加拉瓜,558,531.029789,1994,
塔吉克斯坦,762,524.18007,1994,
摩尔多瓦,498,492.496672,1994,
斯威士兰,748,485.847797,1994,
缅甸,104,444.457701,1994,
阿塞拜疆,31,433.929828,1994,
乌干达,800,430.853985,1994,
列支敦士登,438,425.615234,1994,
新喀里多尼亚,540,425.563439,1994,
澳门,446,418.673711,1994,
刚果(金),180,415.584653,1994,
尼泊尔联邦民主共和国,524,391.260909,1994,
马拉维,454,390.705359,1994,
纳米比亚,516,383.157404,1994,
贝宁,204,362.82676,1994,
前南马其顿,807,360.047087,1994,
圣马力诺,674,335.098095,1994,
赞比亚,894,332.401801,1994,
波黑,70,321.600802,1994,
莫桑比克,508,315.409218,1994,
吉尔吉斯斯坦,417,309.876115,1994,
埃塞俄比亚,231,305.458133,1994,
海地,332,286.28012,1994,
巴布亚新几内亚,598,279.284742,1994,
亚美尼亚,51,276.624339,1994,
斐济,242,255.437777,1994,
马达加斯加,450,246.22386,1994,
法属波利尼西亚,258,233.056332,1994,
布基纳法索,854,229.825118,1994,
格鲁吉亚,268,214.34925,1994,
蒙古,496,211.01279,1994,
博茨瓦那,72,207.662427,1994,
柬埔寨,116,205.170416,1994,
马里,466,189.948057,1994,
加蓬,266,185.094901,1994,
巴巴多斯,52,170.45,1994,
阿富汗,4,170.40893,1994,
摩纳哥,492,166.176757,1994,
几内亚,324,157.392131,1994,
中非,140,156.343621,1994,
毛里塔尼亚,478,138.483018,1994,
刚果(布),178,137.246678,1994,
布隆迪,108,136.289548,1994,
卢旺达,646,133.554738,1994,
阿尔巴尼亚,8,125.719469,1994,
乍得,148,115.981204,1994,
巴哈马,44,105.294007,1994,
苏里南,740,104.353489,1994,
多哥,768,103.066806,1994,
莱索托,426,91.558193,1994,
尼日尔,562,88.075624,1994,
黑山,499,87.350274,1994,
老挝,418,84.45385,1994,
伊拉克,368,74.025966,1994,
伯利兹,84,65.4,1994,
冈比亚,270,59.904593,1994,
圭亚那,328,57.491614,1994,
百慕大,60,57.275411,1994,
格陵兰,304,56.813877,1994,
几内亚比绍,624,51.241817,1994,
佛得角,132,49.319293,1994,
安道尔,20,46.262541,1994,
厄立特里亚,232,43.929515,1994,
塞拉利昂,694,41.248763,1994,
萨摩亚,882,34.59268,1994,
塞舌尔,690,32.803117,1994,
圣卢西亚,662,28.518519,1994,
索马里,706,27.334865,1994,
不丹,64,24.011125,1994,
圣文森特和格林纳丁斯,670,22.148865,1994,
科摩罗,174,21.209784,1994,
马尔代夫,462,19.077809,1994,
圣基茨和尼维斯,659,19.037037,1994,
阿鲁巴,533,18.994413,1994,
所罗门群岛,90,16.558513,1994,
汤加,776,16.164972,1994,
利比里亚,430,15.796232,1994,
多米尼克,212,14.832126,1994,
格林纳达,308,13.948148,1994,
吉布提,262,12.287237,1994,
瓦努阿图,548,11.159729,1994,
圣多美和普林西比,678,10.816528,1994,
赤道几内亚,226,10.607601,1994,
开曼群岛,136,10.100691,1994,
安提瓜和巴布达,28,9.962589,1994,
英属维尔京群岛,92,8.776528,1994,
东帝汶,626,8.3,1994,
基里巴斯,296,3.188087,1994,
库克群岛,184,3.076797,1994,
蒙特塞拉特,500,2.491433,1994,
马绍尔群岛,584,0.895911,1994,
帕劳,585,0.880027,1994,
图瓦卢,798,0.164098,1994,
美国,840,1300000,1995,
日本,392,1280000,1995,
德国,276,535000,1995,
中国,156,245000,1995,
法国,250,234000,1995,
意大利,380,221000,1995,
英国,826,209000,1995,
韩国,410,140000,1995,
巴西,76,117000,1995,
加拿大,124,103000,1995,
西班牙,724,99853.75117,1995,
俄罗斯联邦,643,72734.31584,1995,
荷兰,528,69495.40984,1995,
墨西哥,484,68958.75238,1995,
台湾,158,68553.42445,1995,
印度,356,68048.64876,1995,
瑞士,756,66255.10144,1995,
土耳其,792,60519.16703,1995,
印度尼西亚,360,56673.3063,1995,
比利时,56,53416.67511,1995,
瑞典,752,52579.26416,1995,
澳大利亚,36,50351.6409,1995,
泰国,764,44802.54051,1995,
奥地利,40,43162.9185,1995,
阿根廷,32,40951.63327,1995,
南非,710,29978.7375,1995,
芬兰,246,29833.04068,1995,
丹麦,208,27227.77874,1995,
波兰,616,26186.39383,1995,
马来西亚,458,23432.32006,1995,
新加坡,702,21073.95714,1995,
菲律宾,608,20250.3482,1995,
葡萄牙,620,18826.62888,1995,
波多黎各,630,18011.45489,1995,
伊朗,364,17548.44868,1995,
委内瑞拉,862,16960.84405,1995,
挪威,578,16414.59012,1995,
乌克兰,804,15061.59187,1995,
希腊,300,15035.53907,1995,
以色列,376,15026.65169,1995,
爱尔兰,372,14299.64621,1995,
沙特阿拉伯,682,13695.81161,1995,
智利,152,13246.8576,1995,
捷克,203,12869.15677,1995,
新西兰,554,11178.72619,1995,
埃及,818,10978.64627,1995,
香港,344,9552.48797,1995,
罗马尼亚,642,8933.367378,1995,
匈牙利,348,8403.151062,1995,
秘鲁,604,8184.319527,1995,
巴基斯坦,586,7828.117015,1995,
摩洛哥,504,7456.73779,1995,
阿联酋,784,5742.145842,1995,
孟加拉国,50,5575.207935,1995,
古巴,192,5554.497544,1995,
厄瓜多尔,218,5412.736,1995,
塞尔维亚,688,5105.272338,1995,
斯洛文尼亚,705,4619.524743,1995,
斯洛伐克,703,4603.563995,1995,
克罗地亚,191,3824.180187,1995,
白俄罗斯,112,3764.492616,1995,
阿尔及利亚,12,3697.15751,1995,
突尼斯,788,3568.747713,1995,
多米尼加共和国,214,3419.119584,1995,
乌拉圭,858,3308.828106,1995,
科威特,414,2978.746152,1995,
卢森堡,442,2512.341005,1995,
斯里兰卡,144,2500.574906,1995,
哈萨克斯坦,398,2424.534451,1995,
乌兹别克斯坦,860,2327.940058,1995,
尼日利亚,566,2317.333228,1995,
利比亚,434,2287.119382,1995,
哥斯达黎加,188,2199.51811,1995,
危地马拉,320,2068.549445,1995,
萨尔瓦多,222,2026.4,1995,
津巴布韦,716,1867.036475,1995,
科特迪瓦,384,1857.163024,1995,
保加利亚,100,1831.213339,1995,
肯尼亚,404,1794.539315,1995,
巴拉圭,600,1318.377346,1995,
多民族玻利维亚国,68,1123.461698,1995,
立陶宛,440,1120.967166,1995,
加纳,288,1112.592686,1995,
朝鲜,408,1091.544437,1995,
巴林,48,1061.946149,1995,
冰岛,352,971.250344,1995,
拉脱维亚,428,959.084681,1995,
塞浦路斯,196,947.340949,1995,
黎巴嫩,422,939.587828,1995,
洪都拉斯,340,884.751225,1995,
特立尼达和多巴哥,780,864.8582,1995,
叙利亚,760,844.085537,1995,
文莱,96,843.066019,1995,
约旦,400,813.846818,1995,
毛里求斯,480,807.493207,1995,
牙买加,388,804.61858,1995,
塞内加尔,686,775.378883,1995,
爱沙尼亚,233,771.739009,1995,
卡塔尔,634,683.267138,1995,
马耳他,470,682.388299,1995,
越南,887,655.959463,1995,
阿曼,512,645.147602,1995,
坦桑尼亚,834,644.009338,1995,
斯威士兰,748,619.765774,1995,
塔吉克斯坦,762,612.327244,1995,
巴勒斯坦,275,573.3,1995,
乌干达,800,568.177545,1995,
尼加拉瓜,558,561.483246,1995,
缅甸,104,534.031319,1995,
新喀里多尼亚,540,532.725029,1995,
海地,332,517.378423,1995,
列支敦士登,438,502.387594,1995,
贝宁,204,485.60471,1995,
前南马其顿,807,462.122113,1995,
刚果(金),180,431.489804,1995,
澳门,446,429.878327,1995,
马拉维,454,416.86902,1995,
尼泊尔联邦民主共和国,524,407.790571,1995,
纳米比亚,516,402.874423,1995,
摩尔多瓦,498,394.676208,1995,
圣马力诺,674,380.803718,1995,
布基纳法索,854,375.380977,1995,
埃塞俄比亚,231,370.702857,1995,
阿塞拜疆,31,355.366173,1995,
赞比亚,894,349.373109,1995,
蒙古,496,321.616337,1995,
莫桑比克,508,278.082555,1995,
马里,466,275.058041,1995,
安哥拉,24,265.031328,1995,
格鲁吉亚,268,261.571586,1995,
马达加斯加,450,258.685489,1995,
斐济,242,257.384566,1995,
博茨瓦那,72,251.821052,1995,
亚美尼亚,51,250.999194,1995,
法属波利尼西亚,258,248.112625,1995,
巴布亚新几内亚,598,241.290139,1995,
柬埔寨,116,236.686841,1995,
波黑,70,235.42388,1995,
加蓬,266,223.651854,1995,
中非,140,211.946806,1995,
摩纳哥,492,190.891257,1995,
巴巴多斯,52,178.1,1995,
吉尔吉斯斯坦,417,175.512606,1995,
乍得,148,172.834798,1995,
阿富汗,4,172.72517,1995,
刚果(布),178,172.0931,1995,
几内亚,324,163.852277,1995,
阿尔巴尼亚,8,155.98853,1995,
多哥,768,148.980955,1995,
毛里塔尼亚,478,140.482389,1995,
苏里南,740,135.944853,1995,
黑山,499,126.153171,1995,
尼日尔,562,112.848197,1995,
老挝,418,105.449553,1995,
布隆迪,108,105.287395,1995,
莱索托,426,102.670995,1995,
巴哈马,44,95.157494,1995,
卢旺达,646,89.676004,1995,
圭亚那,328,69.652559,1995,
格陵兰,304,68.272808,1995,
伯利兹,84,67.8,1995,
冈比亚,270,64.080323,1995,
伊拉克,368,61.849164,1995,
百慕大,60,61.702901,1995,
几内亚比绍,624,59.40735,1995,
佛得角,132,57.560186,1995,
安道尔,20,56.537501,1995,
厄立特里亚,232,51.965771,1995,
塞拉利昂,694,38.781572,1995,
塞舌尔,690,38.092681,1995,
阿鲁巴,533,34.078212,1995,
圣卢西亚,662,32.962963,1995,
萨摩亚,882,30.785308,1995,
不丹,64,30.483385,1995,
索马里,706,28.817991,1995,
科摩罗,174,26.96056,1995,
所罗门群岛,90,24.677725,1995,
马尔代夫,462,23.318634,1995,
圣文森特和格林纳丁斯,670,22.148865,1995,
圣基茨和尼维斯,659,20.933333,1995,
汤加,776,16.038838,1995,
多米尼克,212,15.631134,1995,
格林纳达,308,15.366667,1995,
吉布提,262,12.524125,1995,
赤道几内亚,226,12.389054,1995,
瓦努阿图,548,12.166448,1995,
英属维尔京群岛,92,11.33078,1995,
开曼群岛,136,10.907021,1995,
东帝汶,626,10,1995,
安提瓜和巴布达,28,9.889813,1995,
圣多美和普林西比,678,8.313644,1995,
利比里亚,430,5.313278,1995,
基里巴斯,296,3.355841,1995,
库克群岛,184,3.239811,1995,
蒙特塞拉特,500,3.00878,1995,
马绍尔群岛,584,2.02687,1995,
帕劳,585,1.108898,1995,
图瓦卢,798,0.164584,1995,
美国,840,1330000,1996,
日本,392,1130000,1996,
德国,276,504000,1996,
中国,156,287000,1996,
意大利,380,242000,1996,
法国,250,228000,1996,
英国,826,217000,1996,
韩国,410,145000,1996,
巴西,76,117000,1996,
加拿大,124,105000,1996,
西班牙,724,105000,1996,
墨西哥,484,83023.08331,1996,
俄罗斯联邦,643,74801.92756,1996,
台湾,158,71317.97655,1996,
印度,356,70911.12526,1996,
印度尼西亚,360,67668.186,1996,
荷兰,528,66677.42084,1996,
瑞士,756,62985.34792,1996,
土耳其,792,60765.45498,1996,
瑞典,752,55745.96811,1996,
澳大利亚,36,54051.16353,1996,
比利时,56,51328.84111,1996,
泰国,764,47451.30352,1996,
阿根廷,32,43919.80305,1996,
奥地利,40,41835.02316,1996,
芬兰,246,28267.63559,1996,
马来西亚,458,28079.33806,1996,
波兰,616,27844.41139,1996,
南非,710,27183.56582,1996,
丹麦,208,26600.40245,1996,
菲律宾,608,22452.73955,1996,
新加坡,702,22321.41031,1996,
葡萄牙,620,20328.08286,1996,
伊朗,364,20021.76198,1996,
波多黎各,630,18615.29781,1996,
以色列,376,16661.25512,1996,
挪威,578,16456.45801,1996,
委内瑞拉,862,16068.03131,1996,
爱尔兰,372,15484.69555,1996,
沙特阿拉伯,682,15457.40731,1996,
捷克,203,15075.23508,1996,
埃及,818,14823.40291,1996,
希腊,300,14704.1186,1996,
智利,152,13726.25122,1996,
乌克兰,804,12249.74486,1996,
新西兰,554,11576.47107,1996,
罗马尼亚,642,9437.726101,1996,
香港,344,9333.694063,1996,
秘鲁,604,8461.956522,1996,
匈牙利,348,8440.826309,1996,
巴基斯坦,586,7795.900156,1996,
摩洛哥,504,7699.945903,1996,
阿联酋,784,6297.565394,1996,
孟加拉国,50,5894.38694,1996,
厄瓜多尔,218,5622.951,1996,
塞尔维亚,688,4764.726504,1996,
斯洛伐克,703,4748.806969,1996,
斯洛文尼亚,705,4689.772944,1996,
古巴,192,4416.1,1996,
白俄罗斯,112,4162.325272,1996,
多米尼加共和国,214,3877.663647,1996,
突尼斯,788,3751.353337,1996,
科威特,414,3677.583526,1996,
克罗地亚,191,3667.838303,1996,
阿尔及利亚,12,3460.092904,1996,
乌拉圭,858,3440.673677,1996,
斯里兰卡,144,2735.197716,1996,
乌兹别克斯坦,860,2524.504992,1996,
哈萨克斯坦,398,2370.229587,1996,
卢森堡,442,2248.873377,1996,
尼日利亚,566,2243.634976,1996,
哥斯达黎加,188,2235.892011,1996,
朝鲜,408,2217.853584,1996,
危地马拉,320,2204.698685,1996,
萨尔瓦多,222,2169.6,1996,
科特迪瓦,384,2107.310876,1996,
利比亚,434,2070.997411,1996,
肯尼亚,404,1982.943836,1996,
津巴布韦,716,1945.032796,1996,
巴拉圭,600,1410.435407,1996,
立陶宛,440,1354.952311,1996,
多民族玻利维亚国,68,1214.987622,1996,
黎巴嫩,422,1153.251136,1996,
叙利亚,760,1146.767307,1996,
加纳,288,1103.808483,1996,
保加利亚,100,1067.677248,1996,
拉脱维亚,428,1027.61621,1996,
冰岛,352,1017.508016,1996,
特立尼达和多巴哥,780,949.03206,1996,
塞浦路斯,196,942.214437,1996,
巴林,48,940.306443,1996,
洪都拉斯,340,917.292171,1996,
毛里求斯,480,903.694029,1996,
牙买加,388,896.346872,1996,
文莱,96,893.075647,1996,
坦桑尼亚,834,809.453175,1996,
刚果(金),180,809.206218,1996,
爱沙尼亚,233,778.820628,1996,
塞内加尔,686,769.187304,1996,
约旦,400,757.404796,1996,
马耳他,470,691.251667,1996,
卡塔尔,634,686.288014,1996,
乌干达,800,636.362438,1996,
阿曼,512,618.926255,1996,
缅甸,104,601.517849,1996,
尼加拉瓜,558,576.737728,1996,
斯威士兰,748,568.632843,1996,
越南,887,556.037053,1996,
贝宁,204,541.249103,1996,
格鲁吉亚,268,517.618784,1996,
新喀里多尼亚,540,513.216905,1996,
列支敦士登,438,496.374069,1996,
巴勒斯坦,275,483.7,1996,
马拉维,454,468.576911,1996,
前南马其顿,807,456.836808,1996,
澳门,446,452.066498,1996,
圣马力诺,674,439.921759,1996,
埃塞俄比亚,231,429.272313,1996,
尼泊尔联邦民主共和国,524,428.815189,1996,
海地,332,420.61263,1996,
莫桑比克,508,411.379276,1996,
塔吉克斯坦,762,406.68691,1996,
赞比亚,894,392.664956,1996,
布基纳法索,854,390.053004,1996,
柬埔寨,116,354.014672,1996,
摩尔多瓦,498,348.924056,1996,
阿塞拜疆,31,331.29795,1996,
马达加斯加,450,323.83313,1996,
波黑,70,323.106307,1996,
纳米比亚,516,310.702289,1996,
亚美尼亚,51,301.633506,1996,
安哥拉,24,300.668715,1996,
马里,466,288.458338,1996,
巴布亚新几内亚,598,286.101978,1996,
博茨瓦那,72,272.186062,1996,
斐济,242,266.968525,1996,
法属波利尼西亚,258,244.173464,1996,
加蓬,266,227.686545,1996,
阿富汗,4,209.795831,1996,
吉尔吉斯斯坦,417,197.490469,1996,
摩纳哥,492,191.298951,1996,
巴巴多斯,52,187.65,1996,
乍得,148,180.240284,1996,
刚果(布),178,170.266027,1996,
几内亚,324,165.865001,1996,
多哥,768,155.612021,1996,
阿尔巴尼亚,8,155.433263,1996,
毛里塔尼亚,478,149.732405,1996,
中非,140,145.76564,1996,
巴哈马,44,139.035235,1996,
苏里南,740,129.929315,1996,
蒙古,496,129.275425,1996,
老挝,418,123.477338,1996,
尼日尔,562,121.725548,1996,
卢旺达,646,108.253155,1996,
莱索托,426,106.414853,1996,
伊拉克,368,93.981326,1996,
黑山,499,91.110212,1996,
圭亚那,328,75.693785,1996,
布隆迪,108,72.360276,1996,
格陵兰,304,67.680698,1996,
厄立特里亚,232,64.51324,1996,
冈比亚,270,64.249592,1996,
伯利兹,84,64.2,1996,
百慕大,60,64,1996,
佛得角,132,63.473504,1996,
安道尔,20,57.175269,1996,
赤道几内亚,226,55.248339,1996,
塞拉利昂,694,42.890985,1996,
几内亚比绍,624,37.376161,1996,
塞舌尔,690,37.359411,1996,
不丹,64,34.671867,1996,
阿鲁巴,533,34.636872,1996,
萨摩亚,882,32.884673,1996,
圣卢西亚,662,32.592593,1996,
索马里,706,32.359317,1996,
所罗门群岛,90,27.726356,1996,
科摩罗,174,26.788984,1996,
马尔代夫,462,24.310698,1996,
圣文森特和格林纳丁斯,670,23.017448,1996,
圣基茨和尼维斯,659,21.225926,1996,
汤加,776,17.104063,1996,
多米尼克,212,16.581534,1996,
格林纳达,308,16.577778,1996,
英属维尔京群岛,92,13.138404,1996,
瓦努阿图,548,12.455842,1996,
吉布提,262,12.202835,1996,
开曼群岛,136,11.837031,1996,
东帝汶,626,11,1996,
圣多美和普林西比,678,10.47154,1996,
安提瓜和巴布达,28,10.288164,1996,
蒙特塞拉特,500,4.51317,1996,
基里巴斯,296,3.5435,1996,
库克群岛,184,3.01889,1996,
利比里亚,430,2.932454,1996,
帕劳,585,1.307669,1996,
马绍尔群岛,584,1.22566,1996,
图瓦卢,798,0.142637,1996,
美国,840,1390000,1997,
日本,392,1030000,1997,
德国,276,450000,1997,
中国,156,316000,1997,
英国,826,237000,1997,
意大利,380,227000,1997,
法国,250,209000,1997,
韩国,410,134000,1997,
巴西,76,121000,1997,
加拿大,124,109000,1997,
墨西哥,484,101000,1997,
西班牙,724,97962.00341,1997,
俄罗斯联邦,643,76958.38762,1997,
台湾,158,73764.48455,1997,
印度,356,72737.46456,1997,
印度尼西亚,360,67158.03088,1997,
土耳其,792,64858.56049,1997,
荷兰,528,59639.88718,1997,
澳大利亚,36,54865.73944,1997,
瑞士,756,54772.26552,1997,
瑞典,752,52205.96269,1997,
阿根廷,32,49135.41919,1997,
比利时,56,47071.77996,1997,
泰国,764,40112.96482,1997,
奥地利,40,37883.47673,1997,
马来西亚,458,28428.20877,1997,
波兰,616,28159.59993,1997,
南非,710,27691.81862,1997,
芬兰,246,27485.95991,1997,
丹麦,208,25381.94207,1997,
新加坡,702,22176.23292,1997,
菲律宾,608,21784.12968,1997,
伊朗,364,19709.64656,1997,
波多黎各,630,19458.05688,1997,
葡萄牙,620,19342.5769,1997,
委内瑞拉,862,18135.70503,1997,
爱尔兰,372,18048.5546,1997,
以色列,376,17793.55516,1997,
埃及,818,16894.08999,1997,
沙特阿拉伯,682,16626.70069,1997,
挪威,578,16181.74944,1997,
智利,152,14930.25609,1997,
捷克,203,14545.58456,1997,
希腊,300,12999.74387,1997,
乌克兰,804,12520.55492,1997,
新西兰,554,11311.66645,1997,
匈牙利,348,9343.341646,1997,
香港,344,9115.575138,1997,
秘鲁,604,8928.495464,1997,
罗马尼亚,642,8517.645461,1997,
阿联酋,784,8027.488948,1997,
巴基斯坦,586,7810.300772,1997,
摩洛哥,504,7265.578783,1997,
孟加拉国,50,6165.230244,1997,
厄瓜多尔,218,5747.921,1997,
古巴,192,4644.7,1997,
斯洛文尼亚,705,4630.6985,1997,
斯洛伐克,703,4410.944853,1997,
多米尼加共和国,214,4272.444662,1997,
白俄罗斯,112,4161.893647,1997,
科威特,414,4015.509076,1997,
塞尔维亚,688,3959.030739,1997,
克罗地亚,191,3732.251718,1997,
乌拉圭,858,3567.320753,1997,
突尼斯,788,3470.052195,1997,
阿尔及利亚,12,3368.896781,1997,
斯里兰卡,144,3103.689114,1997,
科特迪瓦,384,2595.647591,1997,
乌兹别克斯坦,860,2457.329801,1997,
哥斯达黎加,188,2454.573455,1997,
尼日利亚,566,2448.705254,1997,
危地马拉,320,2444.821528,1997,
哈萨克斯坦,398,2436.564043,1997,
萨尔瓦多,222,2339.3,1997,
利比亚,434,2285.942882,1997,
卢森堡,442,2109.907022,1997,
肯尼亚,404,2106.429339,1997,
朝鲜,408,1943.779939,1997,
津巴布韦,716,1823.861992,1997,
立陶宛,440,1619.447094,1997,
保加利亚,100,1427.572337,1997,
巴拉圭,600,1367.85495,1997,
黎巴嫩,422,1256.209638,1997,
拉脱维亚,428,1196.676701,1997,
多民族玻利维亚国,68,1150.834793,1997,
加纳,288,1150.604359,1997,
叙利亚,760,1148.752095,1997,
文莱,96,1066.585813,1997,
洪都拉斯,340,1056.097413,1997,
冰岛,352,1025.45557,1997,
巴林,48,966.794779,1997,
卡塔尔,634,938.393815,1997,
牙买加,388,932.339987,1997,
特立尼达和多巴哥,780,901.997784,1997,
坦桑尼亚,834,890.421042,1997,
塞浦路斯,196,886.969754,1997,
毛里求斯,480,854.994035,1997,
爱沙尼亚,233,850.648443,1997,
约旦,400,828.561354,1997,
乌干达,800,724.687722,1997,
塞内加尔,686,686.627726,1997,
马耳他,470,656.019074,1997,
缅甸,104,642.242386,1997,
斯威士兰,748,631.018623,1997,
阿曼,512,627.420952,1997,
刚果(金),180,588.694062,1997,
尼加拉瓜,558,587.84191,1997,
贝宁,204,532.127736,1997,
格鲁吉亚,268,531.839692,1997,
越南,887,517.982902,1997,
莫桑比克,508,515.283887,1997,
澳门,446,471.469123,1997,
新喀里多尼亚,540,469.273159,1997,
列支敦士登,438,468.102168,1997,
马拉维,454,467.398331,1997,
赞比亚,894,464.512104,1997,
巴勒斯坦,275,463.3,1997,
尼泊尔联邦民主共和国,524,462.911649,1997,
安哥拉,24,449.465122,1997,
埃塞俄比亚,231,435.746363,1997,
波黑,70,435.317758,1997,
圣马力诺,674,415.657269,1997,
柬埔寨,116,400.801697,1997,
布基纳法索,854,399.942139,1997,
前南马其顿,807,382.256364,1997,
纳米比亚,516,359.142777,1997,
海地,332,349.49293,1997,
摩尔多瓦,498,346.583566,1997,
阿塞拜疆,31,332.591036,1997,
塔吉克斯坦,762,313.766682,1997,
马里,466,310.402089,1997,
亚美尼亚,51,297.171631,1997,
斐济,242,288.94002,1997,
博茨瓦那,72,285.145846,1997,
吉尔吉斯斯坦,417,284.150482,1997,
马达加斯加,450,282.614749,1997,
巴布亚新几内亚,598,281.599843,1997,
老挝,418,272.528723,1997,
阿富汗,4,255.258048,1997,
法属波利尼西亚,258,226.017719,1997,
加蓬,266,223.040062,1997,
巴巴多斯,52,200.15,1997,
乍得,148,196.618894,1997,
摩纳哥,492,173.237235,1997,
毛里塔尼亚,478,151.806492,1997,
卢旺达,646,149.729878,1997,
多哥,768,145.077297,1997,
几内亚,324,144.643539,1997,
苏里南,740,140.76409,1997,
巴哈马,44,127.885072,1997,
刚果(布),178,126.784107,1997,
蒙古,496,124.6164,1997,
莱索托,426,123.646125,1997,
尼日尔,562,113.10513,1997,
中非,140,103.296246,1997,
阿尔巴尼亚,8,101.965734,1997,
黑山,499,86.072465,1997,
布隆迪,108,85.373511,1997,
圭亚那,328,83.626293,1997,
厄立特里亚,232,75.073162,1997,
百慕大,60,69,1997,
伊拉克,368,66.920462,1997,
冈比亚,270,64.453324,1997,
伯利兹,84,62.8,1997,
格陵兰,304,60.527156,1997,
佛得角,132,56.952392,1997,
塞舌尔,690,54.62262,1997,
安道尔,20,53.782876,1997,
几内亚比绍,624,53.67765,1997,
赤道几内亚,226,50.779357,1997,
塞拉利昂,694,39.359003,1997,
索马里,706,38.053932,1997,
阿鲁巴,533,37.988827,1997,
不丹,64,35.121381,1997,
萨摩亚,882,31.891671,1997,
圣卢西亚,662,31.481481,1997,
所罗门群岛,90,29.388413,1997,
马尔代夫,462,29.361003,1997,
科摩罗,174,24.661049,1997,
圣基茨和尼维斯,659,24.081481,1997,
圣文森特和格林纳丁斯,670,22.583156,1997,
英属维尔京群岛,92,19.239564,1997,
多米尼克,212,17.784253,1997,
格林纳达,308,17.466667,1997,
汤加,776,17.219497,1997,
开曼群岛,136,12.889616,1997,
瓦努阿图,548,12.247096,1997,
吉布提,262,12.161196,1997,
