cus,cus_code,mon,cus_simple,mon_axis,influence_i,contribution_h_i,contribution_t_i,sum_time_i,sum_time_change_h_i,sum_time_change_t_i,influence_e,contribution_h_e,contribution_t_e,sum_time_e,sum_time_change_e,sum_time_change_t_e,time_i,time_e,time_paperless_i,time_paperless_e,time_paper_i,time_paper_e,time_pre_declare_i,time_pre_declare_e,time_normal_declare_i,time_normal_declare_e,time_man_examine_i,time_man_examine_e,time_com_examine_i,time_com_examine_e,time_check_i,time_check_e,time_nocheck_i,time_nocheck_e,time_tax_i,time_tax_e,time_notax_i,time_notax_e,passtime_man_examine_i,passtime_man_examine_e,passtime_check_i,passtime_check_e,passtime_bill_i,passtime_bill_e,passtime_tax_i,passtime_tax_e,passtime_etax_i,passtime_etax_e,passtime_no_etax_i,passtime_no_etax_e,time_without_pct1_i,time_without_pct5_i,time_without_pct10_i,time_pct1_i,time_pct5_i,time_pct10_i,time_without_pct1_e,time_without_pct5_e,time_without_pct10_e,time_pct1_e,time_pct5_e,time_pct10_e,num_all_i,num_all_e,rate24_i,rate24_e
东山海关,3704,201503,东山,1503,7.125192092,-12.90493135,-3.938893788,31417.48,9558.16,21473.62,0.386453527,0.08185889,0.26369905,384.03,-77.13,-460.77,766.28,0.51,0,0.5,766.28,1.12,891.11,0,763.16,0.51,333.14,0,1073.09,0.51,1152.18,4.81,319.45,0.29,248.86,0,1427.43,0.51,3.69,0,1043.75,1.91,6.36,0.32,63.73,0,78.88,0,35.31,0,766.28,673.77,588.21,0,2570.22,2413.48,0.4,0.23,0.17,11.77,5.83,3.54,41,753,14.63,99.87
东山海关,3704,201504,东山,1504,3.559149502,469.280063,-0.674812909,15811.9,-15605.58,4560.2,0.256451532,0.302077839,0.229282033,314.16,-69.87,-395.49,243.26,0.42,4.52,0.41,246.99,2.96,880.55,0,178.45,0.42,75.49,0,416.27,0.42,609.44,7.52,42.73,0.2,94.26,0,974.69,0.42,8.2,0,530.86,2.99,7.54,0.26,12.72,0,12.45,0,16.04,0,243.26,176.69,129.5,0,1618.95,1361.84,0.26,0.16,0.13,18.06,5.58,3.11,65,748,35.38,99.73
东山海关,3704,201505,东山,1505,7.415541317,-102.9701324,-1.00861396,31793.4,15981.5,6599.52,0.240215427,4.123550314,0.159186215,293.04,-21.12,-277.09,467.55,0.36,20.84,0.36,970.1,1.32,1382.03,0,379.05,0.36,21.92,50.52,553.55,0.24,1481.26,8.98,45.17,0.17,393.71,0,707.55,0.36,0.71,0.16,1439.11,4.89,2.96,0.21,352.43,0,352.43,0,0,0,467.55,365.23,281.95,0,2684.55,2385.43,0.19,0.13,0.11,17.85,4.89,2.7,68,814,60.29,99.88
东山海关,3704,201506,东山,1506,13.98225241,-195.063916,-18.75985478,62121.45,30328.05,52485.47,0.380492916,-15.47089947,0.094614935,468.48,175.44,-136.48,653.91,0.61,26.23,0.61,2618.82,0,2186.39,0,550.6,0.61,19.92,0.52,844.98,0.61,1371.03,7.88,474.63,0.21,98.02,0,2738.49,0.61,6.1,0.22,1322.29,5.25,3.41,0.26,60.11,0,60.9,0,1.75,0,653.91,363.74,235.09,0,7255.3,4655.96,0.31,0.18,0.14,32.91,8.88,4.87,95,768,63.16,99.74
东山海关,3704,201507,东山,1507,2.899409555,114.8601415,3.835941925,11606.58,-50514.87,-11948.62,0.133794188,4.444494687,0.512251391,173.61,-294.87,-555.83,75.86,0.27,14.67,0.27,361.42,0,139.77,0,70.91,0.27,56,0,87.32,0.27,124,5.99,70.23,0.24,48.99,0,128.03,0.27,4.86,0,54.89,2.69,4.79,0.34,9.56,0,9.56,0,0,0,66.72,34.69,18.99,1464.36,934.48,599.06,0.23,0.18,0.15,4.88,2.06,1.38,153,643,70.59,100
东山海关,3704,201508,东山,1508,0.790768263,1.758774876,12.60311334,5783.6,-5822.98,-16117.92,0.182740127,-0.329786958,0.338575761,316.05,142.44,-226.59,60.88,0.35,17.31,0.34,150.83,1.08,51.13,0,62.29,0.35,23.97,0.59,95.52,0.35,173.33,4.1,30.89,0.31,53.18,0,91.67,0.35,3.95,0.07,133.06,1.95,5.67,0.4,17.08,0,17.31,0,0,0,60.88,34.47,26.62,0,661.71,388.22,0.3,0.22,0.18,5.17,2.73,1.85,95,903,58.95,100
东山海关,3704,201509,东山,1509,0.341359291,1.556872025,3.160452076,1573.58,-4210.02,-7212.34,0.229866907,0.088909211,0.37283253,264.64,-51.41,-244.4,15.58,0.32,14.94,0.32,21.38,1.83,24.64,0,14.91,0.32,19.03,0,12.19,0.32,27.38,4.38,14.7,0.3,17.94,0,6.03,0.32,12.92,0,12.89,2.2,2.6,0.36,1.54,0,1.56,0,0.03,0,12.8,10,7.85,293.68,122.67,85.96,0.26,0.2,0.16,6.69,2.7,1.77,101,827,78.22,100
东山海关,3704,201510,东山,1510,1.318097079,-2.982589747,6.871684961,4696.14,3122.56,-19698.86,0.241468142,-0.552657392,0.886451525,288.36,23.72,-537.36,56.58,0.36,17.82,0.33,1626.29,8.89,14.09,0,57.63,0.36,21.39,0.23,92.62,0.36,292.52,8.82,12.76,0.32,18.48,0,650.83,0.36,6.37,0.18,260.83,2.99,1.53,0.4,2.19,0,2.19,0,0,0,56.58,14.31,10.85,0,891.39,485.27,0.27,0.21,0.18,8.93,3.12,1.98,83,801,77.11,99.88
东山海关,3704,201511,东山,1511,0.338633447,7.83113517,15.5093483,1048.77,-3647.37,-28618.2,0.350451203,-0.827580038,-0.053317774,514.1,225.74,0.53,8.13,0.53,8.19,0.53,0.27,0,6.17,0,8.6,0.53,6.99,1.32,8.79,0.53,12.16,13.69,7.83,0.46,8.08,0,9.05,0.53,2.42,0.04,11.06,6.3,4.37,0.52,5.06,0,5.13,0,1,0,7.69,6.2,4.47,65.22,47.71,43.88,0.4,0.3,0.24,14.12,4.85,3.16,129,970,88.37,99.79
东山海关,3704,201512,东山,1512,1.595646837,-8.595193985,13.48503394,5829.3,4780.53,-27465.98,0.39231253,-0.828510301,-3.948072079,630.74,116.64,101.88,45.9,0.61,44.03,0.61,162.66,0,17.03,0,52.63,0.61,19.27,0.3,81.9,0.61,299.1,4.28,17.03,0.56,17.06,0,749.51,0.61,3.53,0.18,264.71,1.02,1.65,0.48,2.86,0,2.86,0,0,0,24.93,15.13,11.21,2688.44,666.47,378.32,0.36,0.29,0.25,25.89,6.76,3.88,127,1034,78.74,99.9
东山海关,3704,201601,东山,1601,0.840570066,6.275564407,2.015624693,2644.19,-3185.11,-4943.17,0.308469321,0.436464033,1.899652852,551.76,-78.98,-269.34,29.71,0.57,27.99,0.57,45,0,2.97,0,30.32,0.57,24.04,0.43,42.05,0.57,93.64,5.58,14.61,0.54,19.23,2.79,252.43,0.57,5.04,0.19,73.77,1.42,4.77,0.67,3.69,0.08,3.69,0.08,0,0,29.71,16.48,13.85,0,310.76,190.3,0.47,0.34,0.26,11.5,5.05,3.44,89,968,69.66,99.9
东山海关,3704,201602,东山,1602,0.302569442,1.922747565,13.53928889,635.74,-2008.45,-21223.58,0.53309961,-0.171598245,-0.262661236,649.6,97.84,188.44,16.73,1.12,17.15,1.12,1.34,0,3.35,0,19.24,1.12,23.32,2.89,4.07,1.11,9.73,8.38,18.6,0.99,8.01,0,173.69,1.12,14.44,0.16,8.16,1.3,3.47,1.28,1.47,0,1.48,0,0.99,0,16.73,12.49,6.67,0,173.8,134.13,0.96,0.77,0.61,19.24,7.61,5.69,38,580,78.95,99.66
东山海关,3704,201603,东山,1603,0.917992111,-1.603165679,65.93331884,3661.3,3025.56,-27756.18,0.557132441,-0.626555721,-0.819426471,913.9,264.3,529.87,38.95,0.95,40.28,0.95,8.92,0,6.21,0,46.7,0.95,19.9,0.39,198.93,0.95,120.11,6.93,6.24,0.69,15.23,0,758.37,0.95,5.64,0.24,64.59,3.45,1.44,0.91,0.66,0,0.66,0,0,0,38.95,9.23,7.4,0,707.59,336.87,0.78,0.6,0.46,18.77,7.65,5.4,94,962,90.43,99.58
东山海关,3704,201604,东山,1604,0.193921594,10.73600627,78.87546688,824.67,-2836.63,-14987.23,0.459063985,-0.183620138,-0.707426386,1021.14,107.24,706.98,8.33,1.22,7.88,1.22,30.35,2.79,6.38,0,8.96,1.22,8.41,0.45,0.63,1.22,19.64,5.16,4.51,1.03,8.47,0,1.6,1.22,1.79,0.24,8.5,2.23,3.09,1.35,0.6,0,0.6,0,0,0,8.33,6.11,5.17,0,61.13,39.97,1.05,0.83,0.68,18.45,8.69,6.13,99,837,94.95,99.88
东山海关,3704,201605,东山,1605,0.414898104,-1.942640149,51.30759068,2019.6,1194.93,-29773.8,0.415180077,0.783398352,-0.703851042,813.46,-207.68,520.42,14.85,0.89,14.93,0.89,9.72,0,5.64,0,17.57,0.89,5.14,0.61,87.71,0.89,60.72,12.08,4.52,0.75,13.12,0,60.15,0.89,1.63,0.59,30.35,7.64,2.81,0.99,1.47,0,1.47,0,0,0,12.66,6.05,4.42,310.51,205.57,113.57,0.66,0.54,0.42,23.88,7.56,5.12,136,914,90.44,99.89
东山海关,3704,201606,东山,1606,1.176911222,-23.79109613,204.7598225,5554.01,3534.41,-56567.44,0.632405581,-1.735713125,-1.19806684,1125.41,311.95,656.93,72.13,1.43,68.29,1.36,364.24,25.52,6.11,0,127.15,1.43,0,0,0,0,208.81,11.14,6.42,0.92,15.77,0,1462.38,1.43,3.24,1.34,127.75,3.42,4.96,1.21,1.92,0,1.97,0,0,0,72.13,15.77,8.84,0,1462.38,705,1.13,0.77,0.62,34.66,13.97,8.79,77,787,81.82,98.98
东山海关,3704,201607,东山,1607,0.096161711,7.940684919,170.1990433,391.28,-5162.73,-11215.3,0.382368826,16.8941953,-1.017637153,690.3,-435.11,516.69,5.84,0.78,5.84,0.78,6.23,0,5.32,0.01,6.72,0.9,0,0,0,0,13.61,10.25,4.94,0.66,5.92,0,0.68,0.78,1.92,0.04,0.77,7.4,5.13,0.99,1.36,0,1.36,0,0,0,5.84,4.31,3.65,0,38.62,28.17,0.61,0.47,0.33,19.48,6.78,4.81,67,885,98.51,99.77
东山海关,3704,201608,东山,1608,2.627443279,-82.52978961,-1.683591693,11029.7,10638.42,5246.1,0.340760144,0.128760462,-1.499744706,669.7,-20.6,353.65,100.27,0.74,105.07,0.74,39.02,1.43,9.23,0,222.3,0.85,0,0,0,0,478.84,11.19,5.63,0.56,10,0,1664.96,0.74,1.8,1.01,462.62,3.04,2.21,0.94,3.62,0,3.62,0,0,0,11.12,5.35,3.56,9817.56,2093.62,970.64,0.5,0.36,0.26,24.62,8.15,5.11,110,905,90,99.56
东山海关,3704,201609,东山,1609,0.253341024,34.67623337,3.45974549,1135.78,-9893.92,-437.8,0.418753831,0.179411101,-1.671346737,554.8,-114.9,290.16,10.42,0.73,10.71,0.73,2.74,0.54,3.79,0,41.8,0.81,0,0,0,0,5.15,9.81,10.62,0.48,5.01,0,54.1,0.73,1.9,0.53,1.08,1.82,2.93,0.74,0.41,0,0.41,0,0,0,4.51,2.74,2.57,648.89,170.08,88.09,0.47,0.3,0.2,28.87,8.86,5.47,109,760,97.25,99.61
东山海关,3704,201610,东山,1610,1.172232371,-2.490621869,3.715951308,3936.96,2801.18,-759.18,0.801573932,-86.78963787,-5.698638963,1066.72,511.92,778.36,27.34,1.13,27.99,1.13,4.59,1.27,3.26,0.03,118.83,1.28,0,0,0,0,143.01,27.27,4.2,0.96,7.11,0,977.91,1.13,3.7,0.27,5.23,2.85,1.85,1.37,0.74,0,0.74,0,0,0,7.05,3.4,2.85,2928.26,495.89,254.72,0.63,0.4,0.29,52.86,15.01,8.73,144,944,94.44,99.68
东山海关,3704,201611,东山,1611,5.010298297,-22.16548574,-19.29536765,20591.84,16654.88,19543.07,0.49449803,5.532074292,-2.595940096,691.6,-375.12,177.5,141.04,0.76,149.1,0.76,1.9,0,36.06,0.01,450.31,0.87,0,0,0,0,905.8,7.12,5.35,0.59,6.22,0,3286.69,0.76,1.71,0,537.32,3.1,2.4,1.12,2.99,0,3.03,0,0,0,102.47,4.37,3.15,5733.73,2854.82,1441.08,0.55,0.36,0.24,21.84,8.48,5.42,146,910,93.15,99.89
东山海关,3704,201612,东山,1612,1.72840019,610.9497656,-2.844555302,7065.29,-13526.55,1235.99,0.377752131,0.209447431,-0.038022703,633.36,-58.24,2.62,46.79,0.78,46.68,0.77,50.63,2.33,6.56,0,170.74,0.94,0,0,0,0,16.24,6.31,54.05,0.72,6.81,0,1012.87,0.78,2.26,0.07,4.42,1.73,5.11,1.44,1.12,0,1.12,0,0,0,12.06,5.2,3.56,5256.3,902.38,438.76,0.59,0.42,0.29,19.78,7.81,5.25,151,812,92.72,99.88
东山海关,3704,201701,东山,1701,0.308459827,8.936122901,5.907416801,1053.39,-6011.9,-1590.8,0.364363757,-0.303736204,-0.751566085,745.82,112.46,194.06,9.49,0.89,7.81,0.89,70.24,0,5.23,0.22,19.14,1.01,3.65,0,30.67,0.89,31.05,9.9,2.9,0.75,6.71,0,45.27,0.89,1.61,0,9.9,3.57,5.14,1.2,1.98,0,1.98,0,1.07,0,8.43,6.39,4.06,126.47,75.21,58.87,0.66,0.48,0.34,24.37,8.79,5.84,111,838,88.29,99.28
东山海关,3704,201702,东山,1702,0.19574173,2.325531213,0.002347492,633.08,-420.31,-2.66,0.362792019,0.365648666,1.059557912,334.02,-411.8,-315.58,5.32,0.57,5.34,0.57,2.71,0,6.05,0,4.34,0.65,4.31,0,12.89,0.57,23.71,5.44,2.66,0.51,5.36,0,0,0.57,1.66,0,8.47,1.51,1.99,1.14,1.41,0,1.41,0,0,0,4.71,2.89,2.59,76.62,60.73,32.07,0.44,0.31,0.21,14.82,5.5,3.86,119,586,95.8,100
东山海关,3704,201703,东山,1703,0.465236621,-0.916110362,1.066293261,2404.08,1771,-1257.22,0.330993341,-0.297450464,2.091201621,593.64,259.62,-320.26,14.31,0.68,14.23,0.68,27.45,0,14.63,0,13.12,0.79,8.49,0,106.16,0.68,57.64,9.19,2.49,0.61,14.37,0,10.64,0.68,1.05,0,42.06,3.25,2.03,1.27,0.66,0,0.66,0,0,0,11.34,3.71,2.71,509.62,226.2,124.46,0.55,0.4,0.28,15.31,6.05,4.35,168,873,91.67,100
东山海关,3704,201704,东山,1704,0.278683404,1.059922563,-0.850926608,1096.2,-1307.88,271.53,0.244465587,0.976841601,0.987098904,386.65,-206.99,-634.49,7.56,0.55,7.61,0.55,0,0.57,7.68,0,7.18,0.59,7.09,0,12.29,0.55,28.94,5.33,3.1,0.52,7.75,0,2.97,0.55,2.81,0,11.7,2.15,2.17,1.18,1.16,0,1.16,0,0,0,6.75,4.04,3.18,123.19,76.86,48.53,0.38,0.23,0.15,17.02,6.64,4.11,145,703,94.48,100
东山海关,3704,201705,东山,1705,0.863392058,-2.719377498,-8.021186816,4466.07,3369.87,2446.47,0.266674262,-1.557299158,0.999700458,416.64,29.99,-396.82,23.63,0.48,23.63,0.48,0,0,9.51,0,49.96,0.48,11.81,0,183.73,0.48,87.82,7.48,6.94,0.32,17.91,0,378.42,0.48,1.89,0,65.05,2.63,6.17,1.18,1.43,0,1.41,0,4.13,0,17.75,7.05,5.27,1130.02,355.22,198.03,0.29,0.15,0.08,20.7,6.85,4.13,189,868,88.89,99.77
泉石狮办,37AD,201401,石狮,1401,2.468596993,0,0,25487.16,0,0,1.205258647,0,0,7269.02,0,0,45.19,8.93,0,0,45.19,8.93,170.6,0,44.07,8.93,28.04,13.73,81.18,8.91,70.38,29.12,28.84,7.94,29.9,0,327.2,8.93,2.62,9.94,28.73,3.44,7,9.62,10.55,0,11.37,0,2.72,0,35.72,24.27,18.85,1103.3,445.68,284.14,8.26,7.6,6.94,75.99,34.61,26.93,564,814,61.88,98.03
泉石狮办,37AD,201402,石狮,1402,1.66805289,5.709067169,0,13810.16,-11677,0,0.062833549,1.783498589,0,127.35,-7141.67,0,50.96,2.83,1.14,0,51.14,2.83,0,0,50.96,2.83,31.57,0,96.43,2.83,76.99,13.5,33.44,1.49,39.8,0,272.38,2.83,2.05,0,35.56,4.02,4.92,2.49,7.46,0,7.53,0,4.46,0,47.77,34.28,28,479.85,382,258.39,2.83,1.81,1.29,0,24.73,18.57,271,45,43.54,95.56
泉石狮办,37AD,201403,石狮,1403,2.835268897,-8.944411919,0,27958.7,14148.54,0,0.888217908,-3.230268435,0,2434.66,2307.31,0,36.31,8.17,7.15,7.76,46.96,8.44,2320.4,0,30.36,8.17,25.09,0,55.93,8.17,62.99,24.76,17.93,6.65,27.81,0,238.94,8.17,1.96,0,27.43,7.61,4.49,9.26,6.86,0,6.87,0,6.55,0,28.28,24.27,20.22,911.78,268.09,181.11,7.57,6.87,6.14,96.83,34.37,26.95,770,298,57.01,97.99
泉石狮办,37AD,201404,石狮,1404,1.528528014,8.092847918,0,17120.02,-10838.68,0,1.81294626,-13.94834333,0,5348.07,2913.41,0,23.42,6.53,14.32,6.03,30.75,13.34,4.9,0,23.44,6.53,15.52,21.14,40.1,6.51,32.77,15.58,13.24,6.06,19.47,0,104.43,6.53,2.06,17.28,17.22,2.64,3.76,8.53,5.62,0,5.71,0,1.47,0,19.52,15.04,11.31,426.34,185.19,132.6,6.32,5.61,4.87,27.25,24.35,21.67,731,819,72.23,97.56
泉石狮办,37AD,201405,石狮,1405,3.844643803,-66.30999701,0,41639.64,24519.62,0,1.589848822,60.27656094,0,4706.86,-641.21,0,52.18,14.99,31.7,14.13,66.54,38.64,3.59,0,53.11,14.99,45.31,22.08,69.78,14.96,64.58,42.1,36.46,10.91,42.4,0,219.69,14.99,2.17,2.39,25.3,25.57,6.52,14.02,9.81,0,9.88,0,6.11,0,43.45,33.41,27.64,1038.79,417.49,275.54,14.4,12.15,10.91,75.69,71.46,52.17,798,314,52.88,89.49
泉石狮办,37AD,201406,石狮,1406,6.980733398,-2.48063372,0,50544.93,8905.29,0,2.081052962,-2.988697126,0,5564.16,857.3,0,69.91,11.52,76.87,11.43,54.58,14.68,117.53,0,69.84,11.52,21.6,7.87,156.45,11.56,47.42,25.56,107.42,8.9,24.35,0,501.68,11.52,1.72,6.58,22.36,10.63,5.06,10.09,7.18,0,7.32,0,2.22,0,53.13,26.04,19.3,1786.38,907.09,527.5,11.14,9.95,9.13,57.03,41.54,33.2,723,483,60.3,90.68
泉石狮办,37AD,201407,石狮,1407,12.86839795,-334.7445645,0,91597.2,41052.27,0,1.242022213,8.949473426,0,2959.32,-2604.84,0,123.78,5.42,21.79,5.31,389.94,10.87,24.16,0,124.19,5.42,60.85,0,294.88,5.42,47.03,20.3,189.73,4.12,24.17,0,1273.57,5.42,2.13,0,20.42,9,4.12,4.36,6.26,0,6.36,0,4.24,0,94.06,23.95,18.05,3235.75,2020.65,1075.38,5.04,4.13,3.4,47.15,30.3,23.86,740,546,63.11,96.34
泉石狮办,37AD,201408,石狮,1408,4.334967795,60.42182143,0,26161.6,-65435.6,0,0.518670184,106.6171031,0,1244.16,-1715.16,0,39.4,2.88,19.33,2.57,88.41,8.66,0,0,39.4,2.88,22.95,8.56,75.48,2.87,48.73,12.23,29.56,1.88,22.9,0,251.19,2.88,2.3,1.29,21.46,6.41,4.25,2.61,5.32,0,5.16,0,7.72,0,25.41,20.01,15.69,1574.57,410.33,254.28,2.52,1.98,1.56,41.78,20.59,14.82,664,432,63.7,99.31
泉石狮办,37AD,201409,石狮,1409,4.741586847,-7.605708139,0,32678.1,6516.5,0,0.568005118,0.368086842,0,1026.27,-217.89,0,44.46,1.89,23.72,1.76,98.44,4.61,0,0,44.46,1.89,31.92,0,62.24,1.89,49.94,8.8,38.85,1.19,26.64,0,380.59,1.89,2.05,0,20.18,5.01,4.33,2.01,6.37,0,6.59,0,1.74,0,31.83,22.89,17.91,1357.92,463.32,285.25,1.78,1.39,1.05,13.38,11.4,9.48,735,543,58.37,100
泉石狮办,37AD,201410,石狮,1410,16.33593898,-156.5019899,0,105031.74,72353.64,0,0.970158083,-112.3835822,0,1746.66,720.39,0,150.26,2.58,30.73,2.43,482.35,7.55,24048.9,0,81.68,2.58,209.69,0,68.38,2.58,176.65,5.25,107.29,2.51,25.35,0,3143.43,2.58,1.72,0,154.81,2.84,3.85,5,4.95,0,5.05,0,1.76,0,32.17,22.14,17.12,13789.63,2656.08,1365.86,2.41,1.84,1.09,21.59,17.21,16.19,699,677,61.23,100
泉石狮办,37AD,201411,石狮,1411,3.181421108,60.05123182,0,15723.5,-89308.24,0,0.450265501,3.343817218,0,665,-1081.66,0,26.65,1.4,21.27,1.34,41.91,3.64,0,0,26.65,1.4,5.53,0,57.68,1.4,39.85,5.73,7.94,1.29,23.61,0,76.45,1.4,1.62,0,18.4,8.24,3.46,3,5.62,0,5.72,0,3.61,0,24.95,20.05,15.33,226.56,154.44,128.62,1.26,0.67,0.4,18.46,15.84,10.51,590,475,65.25,100
泉石狮办,37AD,201412,石狮,1412,5.392846115,-20.00958089,0,30685.44,14961.94,0,1.954936705,-23.11176781,0,3092.6,2427.6,0,41.92,6.58,24.69,6.57,75.35,7.99,27.41,0,41.98,6.58,35.84,1.74,49.32,6.59,42.13,20.53,41.62,6.43,27.25,0,474.64,6.58,2.11,0.12,20.78,4.28,3.64,10.23,5.59,0,5.45,0,7.77,0,26.97,21.95,18.47,1590.89,428,253.67,6.1,5.58,4.97,62.23,26.07,21.06,732,470,50.96,99.36
泉石狮办,37AD,201501,石狮,1501,3.048446731,148.2174494,1.781802307,17065.62,-13619.82,-8421.54,1.164483487,2.423173037,1.224454838,2248.02,-844.58,-5021,30.42,5.43,24.59,5.33,46.56,10.95,0,0,30.42,5.43,9.52,17.1,60.07,5.41,54.52,21.22,10.77,5.04,21.32,0,180.89,5.43,2.06,16.33,29.99,3.45,3.84,7.73,5.95,0,6.06,0,4.18,0,23.52,18.62,15.52,798.35,255.22,164.84,5.16,4.64,3.98,33.06,21.16,18.7,561,414,62.75,99.52
泉石狮办,37AD,201502,石狮,1502,2.694502197,3.72144572,0.851284066,9885.3,-7180.32,-3924.86,1.816277196,-231.7145363,-37.31292011,3516.24,1268.22,3388.89,24.9,5.88,16.68,5.88,118.64,0,0,0,25.15,5.88,10.2,0,60.51,5.88,54.36,9.65,6.04,5.79,15.41,0,266.64,5.88,2.17,0,12.49,2.64,3.54,7.83,2.75,0,2.77,0,2.28,0,16.17,12.07,10.23,1171.55,280.15,159.57,5.57,5.07,4.42,43.03,21.79,19.19,397,598,74.31,99.83
泉石狮办,37AD,201503,石狮,1503,2.537007705,-1.756893687,3.076504011,11186.56,1301.26,-16772.14,0.25295634,3.465041276,1.249498664,251.37,-3264.87,-2183.29,18.16,1.33,17.26,1.33,27.13,1.32,0,0,18.19,1.33,13.73,0,50.11,1.33,37.8,5.95,7.33,1.05,17.14,0,40.31,1.33,2.12,0,16.66,3.71,3.03,1.47,2.3,0,2.25,0,4.6,0,16.35,13.64,11.34,202.27,106.49,80.18,1.29,1.05,0.93,8.79,6.98,5.14,616,189,72.56,100
泉石狮办,37AD,201504,石狮,1504,3.786516037,-169.4650015,0.044100641,16822,5635.44,-298.02,4.137803353,-20.82832536,0.161834887,5068.92,4817.55,-279.15,26,6.36,20.77,6.36,133.64,0,0,0,26,6.36,22.18,11.44,37.55,6.3,41.62,19.19,13.86,5.91,19.26,0,134.04,6.36,1.84,9.13,18.14,3.32,3.15,8.56,2.35,0,2.27,0,4.51,0,19.43,15.37,13.03,728.31,230.36,144.2,6.21,5.62,4.99,23.92,20.82,18.81,647,797,66.15,99.5
泉石狮办,37AD,201505,石狮,1505,4.038773046,-3.181852154,3.7174407,17315.84,493.84,-24323.8,1.012209967,748.5883869,1.994673532,1234.8,-3834.12,-3472.06,28.48,2.1,27.57,2.1,73.86,0,0,0,28.48,2.1,18.72,0.88,40.07,2.12,55.93,17.47,6.41,1.64,27.27,55.98,62.39,2,2.92,0.88,25.11,4.01,4.86,2.67,4.3,21.11,4.28,0,5.44,21.11,23.43,17.52,14.02,535.18,239.66,160.54,1.79,1.12,0.73,38.06,20.89,14.54,608,588,59.54,99.15
泉石狮办,37AD,201506,石狮,1506,3.773803318,3.53292277,12.07338914,16766.55,-549.29,-33778.38,1.357081653,-38.45679012,2.699007486,1670.9,436.1,-3893.26,23.85,2.45,23.64,2.45,38.41,3.14,0,0,23.85,2.45,14.43,1.09,33.3,2.48,44.13,20.6,6.61,2.16,18.88,0,124.72,2.45,2.4,1.09,19.06,4.33,5.35,3.25,3.51,0,3.46,0,5.64,0,20.24,15.1,12.21,382.99,190.84,129.06,2.11,1.46,0.95,40.6,21.47,16.07,703,682,68.14,99.71
泉石狮办,37AD,201507,石狮,1507,3.569108218,5.63697235,24.81924688,14287.44,-2479.11,-77309.76,1.095338281,3.762152385,1.417434979,1421.3,-249.6,-1538.02,20.18,3.05,19.87,3.05,50.78,0,0,0,20.18,3.05,19.93,0.29,20.65,3.12,35.7,15.85,5.67,2.11,19.17,0,34.34,3.05,1.95,0.29,13.07,5.86,3.49,3.56,2.5,0,2.53,0,1.74,0,18.04,14.95,12.8,233.87,120.61,87.44,2.66,1.91,1.11,48.58,25.1,20.73,708,466,66.53,98.07
泉石狮办,37AD,201508,石狮,1508,1.911793981,0.092052835,9.523092008,13982.67,-304.77,-12178.93,0.458605155,1.454313254,0.673894119,793.16,-628.14,-451,22.23,1.58,21.92,1.58,46.52,0,0,0,22.23,1.58,17.79,0.92,29.32,1.6,36.84,12.95,12.91,0.99,17.3,0,136.51,1.58,1.76,0.92,11.59,5.47,4.31,1.69,2.41,0,2.34,0,5.9,0,16.54,13.5,11.1,612.92,190.6,124.04,1.34,0.97,0.81,25.62,13.41,8.57,629,502,69.48,98.41
泉石狮办,37AD,201509,石狮,1509,2.863445589,0.289521351,8.535421248,13199.76,-782.91,-19478.34,1.015899852,-0.650986294,-0.218619598,1169.58,376.42,143.31,20.37,2.02,20.45,2.02,2.62,0,0,0,20.4,2.02,24.85,0.91,11.71,2.06,36.21,12.36,3.72,1.7,18.92,0,52.36,2.02,1.14,0.9,12.45,3.39,5.28,3.01,3.89,0,3.89,0,4.36,0,17.7,13.93,11.96,306.18,144.22,97.1,1.81,1.19,0.87,25.4,18.26,12.53,648,579,68.21,99.31
泉石狮办,37AD,201510,石狮,1510,3.892000658,-0.636843507,31.80178332,13866.49,666.73,-91165.25,1.591281422,-17.02520276,-0.253450968,1900.3,730.72,153.64,34.07,3.1,34.2,3.1,20.49,0,0,0,34.07,3.1,25.26,2.32,58.44,3.14,60.35,10.3,4.92,2.92,27.87,0,185.45,3.1,0.92,2.28,31.39,5.88,4.35,3.2,3,0,2.67,0,9.86,0,30.02,22.19,17.97,441.6,263.95,181.72,2.67,1.73,0.92,46.51,29.81,22.86,407,613,56.76,97.72
泉石狮办,37AD,201511,石狮,1511,2.866164669,10.71339622,3.71055503,8876.7,-4989.79,-6846.8,1.834930053,-2.901625978,-203.8932035,2691.78,791.48,2026.78,28.18,4.06,28.37,3.99,16.73,19.55,1.53,0,28.35,4.06,16.84,3.12,56.97,4.13,42.61,13.01,6.82,3.69,19.28,0,166.9,4.06,1.56,1.84,18.22,3.61,2.74,4.56,3.07,0,3.09,0,2.04,0,20.17,16.09,14.11,861.77,270.1,157.12,3.8,3.11,2.34,32.41,22.15,19.57,315,663,66.67,99.25
泉石狮办,37AD,201512,石狮,1512,1.958611122,3.095005559,11.55264573,7155.3,-1721.4,-23530.14,0.765990309,10.37243186,72.1209068,1231.52,-1460.26,-1861.08,18.3,1.79,18.37,1.79,9.57,2.06,0.26,0,18.73,1.79,17.18,1.85,22.04,1.79,28.68,16.48,4.38,1.56,18.68,0,12.82,1.79,1.04,1.19,8.53,4.38,1.59,2.1,2.15,0,1.55,0,9.06,0,17.13,14.56,13.53,169.93,91.44,61.33,1.59,1.2,1.1,24.75,13.23,8.16,391,688,65.47,99.13
