date,code1,code2,cus1,cus2,cus3,ieFlag,entryCount,passTime,totalTime,influence,contribute
2014-11-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,16,3.09,0,,
2014-12-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,15,2.42,0,,
2015-1-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,12,2.86,0,,
2015-2-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,4,2.66,0,,
2015-3-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,20,3.15,0,,
2015-4-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,13,12.68,0,,
2015-5-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,4,4.81,0,,
2015-6-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,14,4.9,0,,
2015-7-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,5,1.47,0,,
2016-7-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,1,0,0,,
2016-9-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,2,0.46,0,,
2017-1-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,1,2.31,0,,
2017-4-1,3710,37AH,驻高崎办事处,高崎海关,高崎海关,E,1,17.75,0,,
2018-4-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,4,0,10.7,,
2018-5-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0,21.8,,
2018-7-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0,49.9,,
2019-6-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0.11,1.44,,
2019-7-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,5,6.04,7.81,,
2019-8-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,2,0.08,0.57,,
2019-9-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,2,0.765277778,1.086111111,,
2019-10-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0.069444444,2.948611111,,
2019-11-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0,0,,
2019-12-1,3710,37AH,高崎海关,高崎海关,高崎海关,E,1,0,0,,
2014-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,60824,5.22,0,,
2014-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,21159,3.49,0,,
2014-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45615,1.86,0,,
2014-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,52745,1.92,0,,
2014-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44120,1.88,0,,
2014-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42671,1.81,0,,
2014-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45406,1.42,0,,
2014-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43529,1.37,0,,
2014-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44517,1.05,0,,
2014-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43885,0.93,0,,
2014-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43258,0.47,0,,
2014-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44641,0.65,0,,
2015-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,48759,1.23,0,,
2015-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,38997,1.16,0,,
2015-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,33356,0.6,0,,
2015-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45526,0.57,0,,
2015-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46182,0.57,0,,
2015-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,48028,0.6,0,,
2015-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42479,0.61,0,,
2015-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,50823,0.63,0,,
2015-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46607,0.47,0,,
2015-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43037,0.57,0,,
2015-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,47255,0.84,0,,
2015-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46400,0.69,0,,
2016-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,49812,0.9,0,,
2016-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,29628,0.92,0,,
2016-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44893,1.09,0,,
2016-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,47735,1.45,0,,
2016-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,51502,1.25,0,,
2016-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,47313,1.09,0,,
2016-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,49020,1.14,0,,
2016-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,50755,1.21,0,,
2016-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43636,0.97,0,,
2016-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45437,0.69,0,,
2016-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,47858,0.84,0,,
2016-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44854,0.89,0,,
2017-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,50072,1.11,0,,
2017-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,23985,0.78,0,,
2017-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45895,0.98,0,,
2017-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42899,1.1,0,,
2017-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,48679,0.93,0,,
2017-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,39586,0.95,0,,
2017-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43037,0.41,0,,
2017-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46758,0.3,0,,
2017-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,37607,0.37,0,,
2017-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,41855,0.23,0,,
2017-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45853,0.26,0,,
2017-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42146,0.31,0,,
2018-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,49685,0.24,16.73,,
2018-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,32237,0.23,18.53,,
2018-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,34409,0.27,15.13,,
2018-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46719,0.46,16.01,,
2018-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44237,0.53,17.26,,
2018-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,41624,0.42,17.03,,
2018-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45878,0.48,12.45,,
2018-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43453,0.25,7.68,,
2018-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43383,0.26,5.26,,
2018-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42131,0.28,5.87,,
2018-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,40537,0.26,5.97,,
2018-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46036,0.38,0,,
2019-1-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,54840,0.33,4.15,,
2019-2-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,22431,0.48,4.29,,
2019-3-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,43651,0.38,5.02,,
2019-4-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,46631,0.39,4.88,,
2019-5-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42346,0.48,4.69,,
2019-6-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44536,0.49,4.05,,
2019-7-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,44505,0.33,4.56,,
2019-8-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42282,0.39,3.76,,
2019-9-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45830,0.524261407,3.958343164,,
2019-10-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,40466,0.697897419,4.281631726,,
2019-11-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,42909,0.560310107,3.592587847,,
2019-12-1,3711,37AI,东渡海关,东渡海关,东渡海关,E,45546,0.499145833,3.262424326,,
2014-1-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,5049,3.75,0,,
2014-2-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,2484,4.95,0,,
2014-3-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4161,3.59,0,,
2014-4-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3968,3.81,0,,
2014-5-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4026,3.93,0,,
2014-6-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3938,3.67,0,,
2014-7-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4370,4.47,0,,
2014-8-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4279,4.25,0,,
2014-9-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3800,3.62,0,,
2014-10-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3674,3.18,0,,
2014-11-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3966,3.31,0,,
2014-12-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4313,3.57,0,,
2015-1-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4236,3.61,0,,
2015-2-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3789,3.99,0,,
2015-3-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,2666,3.56,0,,
2015-4-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3327,1.36,0,,
2015-5-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3831,0.3,0,,
2015-6-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4071,0.12,0,,
2015-7-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3405,0.34,0,,
2015-8-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4731,0.28,0,,
2015-9-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4377,0.29,0,,
2015-10-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3013,0.61,0,,
2015-11-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3251,0.36,0,,
2015-12-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3680,0.41,0,,
2016-1-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3753,0.23,0,,
2016-2-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,2807,0.11,0,,
2016-3-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3355,0.39,0,,
2016-4-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3623,0.33,0,,
2016-5-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3806,0.18,0,,
2016-6-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3424,0.26,0,,
2016-7-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3766,0.45,0,,
2016-8-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3864,0.27,0,,
2016-9-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3132,0.18,0,,
2016-10-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3156,0.09,0,,
2016-11-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3940,0.14,0,,
2016-12-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,4179,0.14,0,,
2017-1-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3780,0.15,0,,
2017-2-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,2603,0.11,0,,
2017-3-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3713,0.21,0,,
2017-4-1,3714,37AI,象屿保税区,东渡海关,象屿保税,E,3402,0.28,0,,
2017-5-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3874,0.67,0,,
2017-6-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4007,0.1,0,,
2017-7-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4044,0.06,0,,
2017-8-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4326,0.09,0,,
2017-9-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3563,0.32,0,,
2017-10-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3692,0.18,0,,
2017-11-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4041,0.05,0,,
2017-12-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4174,0.09,0,,
2018-1-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4182,0.21,13.91,,
2018-2-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3742,0.14,12.94,,
2018-3-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3020,0.08,11.15,,
2018-4-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3768,0.16,13.1,,
2018-5-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4021,0.2,12.86,,
2018-6-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3979,0.16,12.68,,
2018-7-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4248,0.2,9.06,,
2018-8-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4064,0.49,6.53,,
2018-9-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3769,0.17,5.11,,
2018-10-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3733,0.2,5.99,,
2018-11-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4215,0.13,4.94,,
2018-12-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4596,0.22,0,,
2019-1-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4557,0.19,4.09,,
2019-2-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,2455,0.36,4.25,,
2019-3-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3284,0.35,5.2,,
2019-4-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4306,0.25,4.8,,
2019-5-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3923,0.3,4.79,,
2019-6-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4174,0.21,3.8,,
2019-7-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4067,0.25,4.96,,
2019-8-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3706,0.26,3.44,,
2019-9-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3124,0.441303617,4.203380637,,
2019-10-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3468,0.4646712,3.605068483,,
2019-11-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,4027,0.390265086,3.10097405,,
2019-12-1,3714,37AI,象屿保税,东渡海关,象屿保税,E,3642,0.252286061,3.16681425,,
2014-1-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1094,5.02,0,,
2014-2-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,573,3.59,0,,
2014-3-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1076,5.48,0,,
2014-4-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,986,5.07,0,,
2014-5-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,993,6.17,0,,
2014-6-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1094,5.71,0,,
2014-7-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1323,7.79,0,,
2014-8-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1099,6.25,0,,
2014-9-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,946,6.28,0,,
2014-10-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,928,5.65,0,,
2014-11-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1117,7.27,0,,
2014-12-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1039,5.38,0,,
2015-1-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,993,5.83,0,,
2015-2-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,911,6.46,0,,
2015-3-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,762,10.51,0,,
2015-4-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,972,3.55,0,,
2015-5-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,907,1,0,,
2015-6-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,1050,1.04,0,,
2015-7-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,950,1.65,0,,
2015-8-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,999,0.92,0,,
2015-9-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,873,0.91,0,,
2015-10-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,715,0.85,0,,
2015-11-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,860,1.7,0,,
2015-12-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,993,1.39,0,,
2016-1-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,897,1.5,0,,
2016-2-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,651,1.67,0,,
2016-3-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,933,1.26,0,,
2016-4-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,781,1.48,0,,
2016-5-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,821,1.31,0,,
2016-6-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,679,1.05,0,,
2016-7-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,708,1.6,0,,
2016-8-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,745,1.72,0,,
2016-9-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,499,0.74,0,,
2016-10-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,493,0.6,0,,
2016-11-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,659,0.33,0,,
2016-12-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,612,0.42,0,,
2017-1-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,640,0.49,0,,
2017-2-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,414,0.4,0,,
2017-3-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,604,0.37,0,,
2017-4-1,3717,37AI,象屿保税物流园区,东渡海关,厦物流园,E,553,0.21,0,,
2017-5-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,582,0.14,0,,
2017-6-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,632,0.21,0,,
2017-7-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,665,0.3,0,,
2017-8-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,666,0.45,0,,
2017-9-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,513,0.34,0,,
2017-10-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,507,0.07,0,,
2017-11-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,605,0.15,0,,
2017-12-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,532,0.04,0,,
2018-1-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,646,0.37,7.12,,
2018-2-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,539,0.08,5.55,,
2018-3-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,468,0.1,6.84,,
2018-4-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,544,0.38,4.54,,
2018-5-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,664,0.54,6.68,,
2018-6-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,745,0.15,5.48,,
2018-7-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,946,0.32,3.39,,
2018-8-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1131,0.16,2.62,,
2018-9-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1247,0.09,1.99,,
2018-10-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1179,0.16,2.63,,
2018-11-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,849,0.08,1.96,,
2018-12-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,777,0.22,0,,
2019-1-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,786,0.11,2.36,,
2019-2-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,441,1.12,3.17,,
2019-3-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,612,0.28,2.92,,
2019-4-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,894,0.71,3.16,,
2019-5-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1314,0.34,3.38,,
2019-6-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1496,0.29,2.71,,
2019-7-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1768,0.17,2.68,,
2019-8-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,2029,0.27,2.83,,
2019-9-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1588,0.440369088,2.979821753,,
2019-10-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,968,0.52860652,3.103039199,,
2019-11-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,941,0.381675227,10.12466791,,
2019-12-1,3717,37AI,厦物流园,东渡海关,厦物流园,E,1042,0.37579148,2.174410855,,
2014-1-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7447,1.42,0,,
2014-2-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,3944,1.95,0,,
2014-3-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7772,1.61,0,,
2014-4-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7427,1.78,0,,
2014-5-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7466,1.94,0,,
2014-6-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,6546,2.13,0,,
2014-7-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7389,2.06,0,,
2014-8-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7523,1.48,0,,
2014-9-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,6718,2.11,0,,
2014-10-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7476,2.19,0,,
2014-11-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8204,2.21,0,,
2014-12-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7967,1.6,0,,
2015-1-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7188,1.67,0,,
2015-2-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,5972,1.39,0,,
2015-3-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7155,1.39,0,,
2015-4-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7966,1.4,0,,
2015-5-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8131,1.63,0,,
2015-6-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,4993,1.56,0,,
2015-7-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,3978,1.73,0,,
2015-8-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8973,1.72,0,,
2015-9-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,11725,1.85,0,,
2015-10-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,6873,2.34,0,,
2015-11-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8263,1.35,0,,
2015-12-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8420,1.45,0,,
2016-1-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7784,1.49,0,,
2016-2-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,5289,1.68,0,,
2016-3-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,9311,1.49,0,,
2016-4-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8711,2.08,0,,
2016-5-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,9022,1.78,0,,
2016-6-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8492,1.49,0,,
2016-7-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,9515,1.51,0,,
2016-8-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8082,1.48,0,,
2016-9-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8450,1.39,0,,
2016-10-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,8864,1.23,0,,
2016-11-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,9307,1.29,0,,
2016-12-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,9408,1.62,0,,
2017-1-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,7674,1.36,0,,
2017-2-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,6514,1.24,0,,
2017-3-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,10340,1.46,0,,
2017-4-1,3713,37AJ,驻邮局办事处,邮局海关,邮局海关,E,10242,1.65,0,,
2017-5-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,9507,1.24,0,,
2017-6-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,9622,1.49,0,,
2017-7-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,11218,1.4,0,,
2017-8-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,9839,1.39,0,,
2017-9-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,9233,1.54,0,,
2017-10-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,9394,1.38,0,,
2017-11-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,11049,1.46,0,,
2017-12-1,3713,37AJ,厦驻邮办,邮局海关,邮局海关,E,10826,1.66,0,,
2018-1-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,9478,0.59,0.63,,
2018-2-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,7322,0.75,0.79,,
2018-3-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10446,0.79,0.83,,
2018-4-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10307,0.89,0.94,,
2018-5-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10559,0.7,0.75,,
2018-6-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10934,0.72,0.77,,
2018-7-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10369,0.48,0.53,,
2018-8-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10991,0.27,0.35,,
2018-9-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10418,0.31,0.38,,
2018-10-1,3713,37AJ,邮局海关,邮局海关,邮局海关,E,10210,0.32,0.37,,
