cus,cus_code,mon,mon_axis,influence,contribution,mount_i,total_time_i,total_time_change_i,mount_e,total_time_e,total_time_change_e,spend_time_i_1,spend_time_i_0,spend_time_e_1,spend_time_e_0,rate24_i_1,rate24_i_0,rate24_e_1,rate24_e_0,w_rate_ie,w_rate_i,w_rate_e,check_rate_ie,check_rate_i,check_rate_e,catch_rate_ie,catch_rate_i,catch_rate_e, bill_num_ie, bill_num_i, bill_num_e, bill_rate_ie, bill_rate_i, bill_rate_e,kqy_num_ie,kqy_num_i,kqy_num_e,kqy_rate_ie,kqy_rate_i,kqy_rate_e,kgq_num_ie,kgq_num_i,kgq_num_e,kgq_rate_ie,kgq_rate_i,kgq_rate_e
泉石狮办,3705,201605,1605,8.33 ,-52.77 ,484,40559.2,32460.43,1177,6920.76,2599.35,83.8,0,5.88,15.5,75.83,100,99.32,83.33,99.64,98.77,100,15.05,45.25,2.63,6,6.39,3.23,443,437,6,26.54,89.92,0.51,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201606,1606,3.29 ,168.46 ,418,15532.88,-25026.32,808,3021.92,-3898.84,37.16,0.31,3.74,0.09,71.05,100,99.26,100,99.68,99.05,100,21.78,58.61,2.72,8.99,8.98,9.09,375,371,4,30.44,87.91,0.49,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201607,1607,2.58 ,7.75 ,528,10496.64,-5036.24,504,2656.08,-365.84,19.88,3.18,5.27,0.09,77.08,100,99.6,100,99.9,99.81,100,23.45,40.15,5.95,5.37,5.66,3.33,475,465,10,45.63,87.24,1.97,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201608,1608,1.98 ,16.80 ,495,8330.85,-2165.79,954,4426.56,1770.48,16.83,0.03,4.64,0.27,83.64,100,99.37,100,99.79,99.4,100,17.25,45.45,2.62,5.6,5.78,4,457,442,15,31.28,87.87,1.57,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201609,1609,1.35 ,8.02 ,453,6043.02,-2287.83,659,2128.57,-2297.99,13.34,0.55,3.23,0.14,84.99,100,99.7,100,99.82,99.56,100,19.6,45.7,1.67,4.59,4.83,0,417,408,9,37.27,89.47,1.36,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201610,1610,1.70 ,0.30 ,514,5705.4,-337.62,834,3419.4,1290.83,11.1,0,4.1,0,89.88,100,99.4,100,99.85,99.61,100,12.39,29.18,2.04,4.19,2.67,17.65,466,460,6,34.42,89.15,0.72,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201611,1611,2.10 ,-3.88 ,593,8622.22,2916.82,877,3402.76,-16.64,14.54,1.68,3.88,0,85.67,100,98.86,100,99.87,99.67,100,16.6,37.27,2.62,18.03,19.46,4.35,504,500,4,33.96,82.92,0.45,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201612,1612,2.42 ,-57.46 ,502,9894.42,1272.2,663,2857.53,-545.23,19.71,0,4.31,0,80.68,100,98.64,100,99.06,97.83,100,23.26,49.2,3.62,22.88,23.89,12.5,427,422,5,36.37,83.4,0.75,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201701,1701,2.82 ,0.38 ,515,9640.8,-253.62,567,2551.5,-306.03,18.72,5.12,4.5,0,76.12,100,98.77,100,99.72,99.42,100,20.11,40,2.11,6.42,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201702,1702,1.58 ,24.98 ,472,5125.92,-4514.88,383,1252.41,-1299.09,10.86,0,3.27,0,88.56,100,98.43,100,99.88,99.79,100,15.54,26.91,1.56,5.26,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201703,1703,2.63 ,-4.39 ,649,13609.53,8483.61,719,4098.3,2845.89,20.97,0,5.7,0,79.51,100,99.3,100,99.57,99.09,100,14.9,28.81,2.36,17.16,18.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉石狮办,3705,201704,1704,2.75 ,2.25 ,601,10830.02,-2779.51,802,3304.24,-794.06,18.02,0,4.12,0,80.87,100,99.5,100,99.86,99.67,100,12.74,27.95,1.37,12.29,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201401,1401,0.05 ,0.00 ,15,522.15,0,23,19.09,0,34.81,45.23,0.83,0.77,66.67,76.92,100,100,0,0,0,2.63,6.67,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201402,1402,0.05 ,0.04 ,6,446.22,-75.93,8,7.36,-11.73,74.37,1.36,0.92,0.72,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201403,1403,0.03 ,0.08 ,11,314.05,-132.17,23,14.72,7.36,28.55,0.5,0.64,3,72.73,100,100,100,0,0,0,8.82,9.09,8.7,33.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201404,1404,0.05 ,-0.18 ,14,559.86,245.81,26,40.56,25.84,39.99,32.22,1.56,0.16,64.29,83.33,100,100,0,0,0,12.5,21.43,7.69,80,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201405,1405,0.03 ,0.58 ,10,344.5,-215.36,28,86.8,46.24,34.45,0.39,3.1,0.19,40,100,96.43,100,0,0,0,7.89,30,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201406,1406,0.05 ,-0.01 ,7,384.65,40.15,26,21.58,-65.22,54.95,1.81,0.83,0.05,71.43,100,100,100,0,0,0,3.03,14.29,0,100,100,0,6,0,6,12.77,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201407,1407,0.02 ,2.15 ,6,120.48,-264.17,37,24.79,3.21,20.08,19.23,0.67,0.29,83.33,84.62,100,100,0,0,0,2.33,0,2.7,0,0,0,5,0,5,7.81,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201408,1408,0.03 ,-0.04 ,10,167.5,47.02,19,18.43,-6.36,16.75,2.39,0.97,0.03,70,100,100,100,0,0,0,3.45,10,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201409,1409,0.05 ,-0.24 ,11,370.92,203.42,19,16.91,-1.52,33.72,1.01,0.89,0,81.82,100,100,100,0,0,0,6.67,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201410,1410,0.00 ,0.75 ,4,24.84,-346.08,14,5.88,-11.03,6.21,0.17,0.42,2.08,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201411,1411,0.01 ,-0.02 ,10,57.9,33.06,15,14.25,8.37,5.79,0.17,0.95,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201412,1412,0.50 ,-3.71 ,5,2831.4,2773.5,29,34.51,20.26,566.28,0.07,1.19,0.07,60,100,100,100,0,0,0,8.82,0,10.34,33.33,0,33.33,4,0,4,6.78,0,10,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201501,1501,0.00 ,30.71 ,3,9.69,-2821.71,21,11.34,-23.17,3.23,0,0.54,0.52,100,100,100,100,97.56,92.31,100,4.17,33.33,0,100,100,0,1,0,1,2.44,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201502,1502,0.14 ,-0.27 ,8,525.6,515.91,32,42.56,31.22,65.7,0.55,1.33,0.1,62.5,100,100,100,88.24,64.29,97.3,7.5,12.5,6.25,33.33,100,0,6,3,3,11.76,21.43,8.11,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201503,1503,0.03 ,0.54 ,9,122.4,-403.2,33,57.42,14.86,13.6,0.49,1.74,0.92,88.89,100,100,100,94.34,80,100,4.76,0,6.06,0,0,0,12,5,7,22.64,33.33,18.42,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201504,1504,0.08 ,-7.06 ,12,357.12,234.72,38,42.94,-14.48,29.76,0.9,1.13,0.03,58.33,100,100,100,90.91,70,100,8,8.33,7.89,25,0,33.33,1,0,1,1.52,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201505,1505,0.05 ,0.95 ,10,209.2,-147.92,40,17.2,-25.74,20.92,7.13,0.43,0.05,80,91.67,100,100,95.77,86.36,100,6,10,5,33.33,100,0,1,0,1,1.41,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201506,1506,0.00 ,1.24 ,11,15.95,-193.25,101,27.27,10.07,1.45,2.89,0.27,0,100,100,100,100,96.83,88.89,98.15,3.57,9.09,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201507,1507,0.02 ,-0.12 ,13,68.51,52.56,78,60.84,33.57,5.27,3.5,0.78,0.01,92.31,92.86,100,100,98.26,96.3,98.86,7.69,15.38,6.41,0,0,0,3,3,0,2.61,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201508,1508,0.00 ,0.02 ,7,4.2,-64.31,123,30.75,-30.09,0.6,15.93,0.25,1.2,100,87.5,100,100,100,100,100,1.54,0,1.63,0,0,0,1,0,1,0.69,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201509,1509,0.00 ,-0.01 ,9,18,13.8,104,38.48,7.73,2,3.23,0.37,0.92,100,100,100,100,99.22,93.75,100,0.88,10,0,0,0,0,4,1,3,3.15,6.67,2.68,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201510,1510,0.01 ,-0.03 ,9,46.62,28.62,78,52.26,13.78,5.18,1.04,0.67,0.01,100,100,100,100,98.96,100,98.77,1.15,0,1.28,0,0,0,3,0,3,3.13,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201511,1511,0.04 ,-0.16 ,10,119.8,73.18,125,67.5,15.24,11.98,19.87,0.54,0.18,90,77.78,100,100,98.69,94.74,99.25,2.92,8.33,2.4,50,100,33.33,6,1,5,3.92,5.26,3.73,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201512,1512,0.04 ,-0.06 ,10,154.9,35.1,115,20.7,-46.8,15.49,27.63,0.18,0.13,70,77.78,100,100,100,100,100,0,0,0,0,0,0,5,4,1,3.57,21.05,0.83,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201601,1601,0.00 ,0.30 ,4,3,-151.9,145,49.3,28.6,0.75,128.69,0.34,0,100,54.55,100,100,96.97,73.33,99.33,3.85,9.09,3.45,0,0,0,10,6,4,6.06,40,2.67,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201602,1602,0.06 ,-0.11 ,6,119.04,116.04,104,38.48,-10.82,19.84,16.19,0.37,0,66.67,88.89,100,100,98.4,86.67,100,1.8,14.29,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201603,1603,0.09 ,-0.13 ,11,355.74,236.7,114,47.88,9.4,32.34,3.85,0.42,0,45.45,100,100,100,99.25,94.44,100,2.36,15.38,0.88,0,0,0,4,3,1,3.01,16.67,0.87,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201604,1604,0.03 ,0.92 ,9,112.05,-243.69,105,49.35,1.47,12.45,1.98,0.47,9.34,88.89,100,100,87.5,100,100,100,2.56,0,2.78,0,0,0,3,2,1,2.29,11.11,0.88,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201605,1605,0.19 ,-1.30 ,6,910.68,798.63,136,161.84,112.49,151.78,374.9,1.19,147.09,66.67,55.56,98.53,84,95.68,66.67,100,1.19,0,1.3,0,0,0,14,9,5,7.57,37.5,3.11,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201606,1606,0.02 ,5.49 ,6,94.74,-815.94,127,81.28,-80.56,15.79,12.85,0.64,90.59,66.67,80,99.21,75,99.3,100,99.24,0,0,0,0,0,0,7,1,6,4.93,9.09,4.58,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201607,1607,0.05 ,-0.19 ,12,217.92,123.18,145,43.5,-37.78,18.16,10.25,0.3,19.52,75,66.67,100,92.31,97.91,90.91,99.37,1.23,5.88,0.68,0,0,0,8,6,2,4.19,18.18,1.27,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201608,1608,0.05 ,0.00 ,17,217.6,-0.32,158,55.3,11.8,12.8,17.3,0.35,0.72,100,90.91,100,100,98.47,92.86,99.4,0.54,0,0.61,0,0,0,13,7,6,6.63,25,3.57,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201609,1609,0.02 ,0.46 ,13,87.1,-130.5,120,50.4,-4.9,6.7,4.11,0.42,0.25,100,100,100,100,98.75,100,98.53,2.24,0,2.48,0,0,0,3,1,2,1.88,4.17,1.47,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201610,1610,0.02 ,0.02 ,12,66.72,-20.38,145,33.35,-17.05,5.56,4.96,0.23,0.7,91.67,87.5,100,100,95.91,65,100,2.42,12.5,1.34,0,0,0,8,7,1,4.68,35,0.66,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201611,1611,0.01 ,0.03 ,11,42.68,-24.04,127,53.34,19.99,3.88,4.75,0.42,0.27,100,100,100,100,94.44,60.87,100,1.37,0,1.53,50,0,50,6,5,1,3.7,21.74,0.72,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201612,1612,0.11 ,-18.48 ,15,451.8,409.12,160,124.8,71.46,30.12,9.61,0.78,0.27,80,100,99.38,100,91.58,48.28,98.84,0,0,0,0,0,0,27,14,13,13.37,48.28,7.51,0,0,0,0,0,0,21,0,21,10.4,0,12.14
龙岩海关,3706,201701,1701,0.02 ,0.55 ,12,83.04,-368.76,148,65.12,-59.68,6.92,7.82,0.44,0.31,100,100,100,100,94.77,60,99.34,1.27,6.25,0.71,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201702,1702,0.01 ,0.19 ,14,48.3,-34.74,139,105.64,40.52,3.45,4.1,0.76,0.16,100,100,100,100,94.08,77.27,96.6,0.67,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201703,1703,0.02 ,-0.02 ,14,84,35.7,179,216.59,110.95,6,5.3,1.21,69.79,100,100,100,90.91,94.84,82.61,96.32,1.18,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龙岩海关,3706,201704,1704,0.02 ,0.00 ,17,83.98,-0.02,140,156.8,-59.79,4.94,0.81,1.12,0.1,100,100,100,100,95.18,86.36,96.53,0.72,0,0.82,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201401,1401,0.40 ,0.00 ,49,4106.69,0,2,1.16,0,83.81,64.14,0.58,2.45,34.69,60,100,100,0,0,0,10.91,11.76,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201402,1402,0.20 ,1.21 ,36,1624.32,-2482.37,2,0.5,-0.66,45.12,0.09,0.25,0.51,47.22,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201403,1403,0.54 ,-2.32 ,40,5290,3665.68,1,1.44,0.94,132.25,150.69,1.44,5.17,50,66.67,100,100,0,0,0,11.11,11.63,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201404,1404,0.62 ,-1.21 ,51,6908.46,1618.46,,0,-1.44,135.46,2.62,0,2.91,58.82,100,0,88.89,0,0,0,9.09,9.43,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201405,1405,0.58 ,1.66 ,56,6294.96,-613.5,4,19.36,19.36,112.41,49.75,4.84,7.31,37.5,66.67,100,91.67,0,0,0,10.29,10,12.5,28.57,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201406,1406,0.46 ,0.82 ,44,3334.76,-2960.2,1,0.44,-18.92,75.79,115.18,0.44,0.06,61.36,57.14,100,100,0,0,0,4.26,4.44,0,50,50,0,4,4,0,20,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201407,1407,0.20 ,15.31 ,41,1456.73,-1878.03,1,1.53,1.09,35.53,35.39,1.53,1.79,78.05,80,100,100,0,0,0,6.82,4.76,50,0,0,0,3,3,0,7.32,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201408,1408,4.22 ,-22.19 ,37,25491.89,24035.16,7,30.87,29.34,688.97,102.15,4.41,0.38,48.65,68.42,85.71,100,0,0,0,17.39,18.42,12.5,12.5,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201409,1409,0.68 ,24.26 ,82,4703.52,-20788.37,1,2.78,-28.09,57.36,37.32,2.78,0.26,67.07,60,100,100,0,0,0,14.94,15.48,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201410,1410,1.72 ,-13.73 ,41,11051.14,6347.62,4,23.8,21.02,269.54,19.74,5.95,9.87,36.59,85.71,100,85.71,0,0,0,8.51,4.76,40,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201411,1411,0.86 ,4.57 ,39,4250.22,-6800.92,2,0.78,-23.02,108.98,43.41,0.39,49.12,46.15,72.73,100,77.78,0,0,0,7.32,7.69,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201412,1412,6.99 ,-47.47 ,67,39746.41,35496.19,1,53.37,52.59,593.23,14.01,53.37,1.63,41.79,100,0,100,0,0,0,15.28,14.49,33.33,18.18,20,0,37,37,0,58.73,64.91,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201501,1501,0.24 ,418.04 ,38,1332.28,-38414.13,1,0.26,-53.11,35.06,21.15,0.26,1.15,76.32,100,100,100,35.56,27.5,100,4.65,5,0,50,50,0,10,10,0,22.22,25,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201502,1502,0.84 ,-0.90 ,53,3066.05,1733.77,3,53.88,53.62,57.85,0,17.96,0,67.92,0,66.67,100,51.67,45.28,100,5.36,3.77,33.33,33.33,50,0,9,9,0,15,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201503,1503,1.19 ,-2.97 ,42,5262.18,2196.13,2,0.42,-53.46,125.29,0,0.21,1.76,69.05,100,100,100,84.78,83.72,100,8.7,9.3,0,75,75,0,13,13,0,28.26,30.23,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201504,1504,1.42 ,-32.06 ,54,6328.26,1066.08,2,3.96,3.54,117.19,0,1.98,0,59.26,0,100,0,89.29,88.89,100,3.57,3.7,0,50,50,0,13,12,1,23.21,22.22,50,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201505,1505,0.40 ,29.79 ,43,1705.38,-4622.88,3,3.99,0.03,39.66,166.13,1.33,166.42,60.47,0,100,0,100,100,100,2.08,2.27,0,0,0,0,12,10,2,25,22.73,50,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201506,1506,0.67 ,-8.16 ,46,2973.44,1268.06,1,0.15,-3.84,64.64,0,0.15,0,39.13,0,100,0,100,100,100,4.26,4.35,0,50,50,0,7,7,0,14.89,15.22,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201507,1507,0.58 ,1.50 ,40,2312.4,-661.04,1,19.45,19.3,57.81,0,19.45,0,60,0,100,0,100,100,100,2.44,0,100,0,0,0,3,3,0,7.32,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201508,1508,0.37 ,-0.13 ,24,2730.24,417.84,7,1.54,-17.91,113.76,0,0.22,0,12.5,0,100,0,96.77,95.83,100,0,0,0,0,0,0,4,3,1,12.9,12.5,14.29,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201509,1509,8.26 ,-13.07 ,35,38072.65,35342.41,1,0.14,-1.4,1087.79,0,0.14,0,25.71,0,100,0,83.33,82.86,100,16.67,17.14,0,66.67,66.67,0,12,12,0,33.33,34.29,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201510,1510,1.44 ,31.48 ,35,5120.15,-32952.5,1,2.03,1.89,146.29,4.1,2.03,4.02,40,100,100,100,92.11,91.67,100,2.63,2.78,0,0,0,0,6,6,0,15.79,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201511,1511,0.97 ,4.57 ,32,2993.28,-2126.87,,0,-2.03,93.54,0,0,0,31.25,0,0,0,93.75,93.75,0,3.13,3.13,0,0,0,0,7,7,0,21.88,21.88,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201512,1512,0.76 ,0.38 ,51,2783.07,-210.21,2,0.24,0.24,54.57,0,0.12,0,52.94,0,100,0,98.11,98.04,100,1.89,1.96,0,0,0,0,22,22,0,41.51,43.14,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201601,1601,0.49 ,2.46 ,30,1534.8,-1248.27,7,21.42,21.18,51.16,84.35,3.06,5,40,0,100,100,100,100,100,2.44,3.13,0,100,100,0,12,11,1,29.27,34.38,11.11,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201602,1602,1.20 ,-0.94 ,35,2521.05,986.25,8,14.48,-6.94,72.03,46.36,1.81,4.01,40,0,100,100,93.33,91.67,100,2.22,2.78,0,0,0,0,17,17,0,37.78,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201603,1603,1.00 ,-0.77 ,45,3971.25,1450.2,13,58.76,44.28,88.25,0,4.52,0,53.33,0,92.31,0,98.28,97.78,100,8.62,8.89,7.69,0,0,0,30,28,2,51.72,62.22,15.38,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201604,1604,1.23 ,-4.73 ,48,5220.96,1249.71,9,8.37,-50.39,108.77,0,0.93,0,54.17,0,100,0,100,100,100,7.02,6.25,11.11,0,0,0,26,26,0,45.61,54.17,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201605,1605,1.09 ,-0.17 ,72,5322.96,102,14,15.12,6.75,73.93,97.1,1.08,1.66,40.28,0,100,100,97.73,97.26,100,4.6,4.17,6.67,0,0,0,41,41,0,46.59,56.16,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201606,1606,0.83 ,9.53 ,50,3907,-1415.96,13,284.18,269.06,78.14,115.27,21.86,17.7,50,0,92.31,100,98.48,98.04,100,3.03,3.92,0,0,0,0,34,34,0,51.52,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201607,1607,6.25 ,-33.12 ,48,25437.6,21530.6,18,34.92,-249.26,529.95,101.22,1.94,0.26,52.08,0,100,100,95.77,94.12,100,7.04,9.8,0,20,20,0,33,33,0,46.48,64.71,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201608,1608,0.68 ,175.24 ,59,2848.52,-22589.08,18,208.8,173.88,48.28,0,11.6,0,57.63,0,94.44,0,98.7,98.31,100,3.9,0,16.67,0,0,0,35,35,0,45.45,59.32,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201609,1609,0.99 ,-5.57 ,65,4436.9,1588.38,18,42.48,-166.32,68.26,0,2.36,0,60,0,100,0,98.8,98.46,100,2.41,1.54,5.56,0,0,0,39,39,0,46.99,60,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201610,1610,0.96 ,1.08 ,54,3218.94,-1217.96,20,52.6,10.12,59.61,0,2.63,0,74.07,0,100,0,100,100,100,0,0,0,0,0,0,33,33,0,44.59,61.11,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201611,1611,1.58 ,-4.34 ,75,6477,3258.06,18,22.14,-30.46,86.36,0,1.23,0,58.67,0,100,0,100,100,100,5.38,5.33,5.56,20,0,100,38,38,0,40.86,50.67,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201612,1612,3.52 ,-357.46 ,73,14391.22,7914.22,15,15.3,-6.84,197.14,0,1.02,0,21.92,0,100,0,100,100,100,1.14,1.37,0,0,0,0,31,31,0,35.23,42.47,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201701,1701,1.16 ,15.52 ,79,3950.79,-10440.43,10,8.5,-6.8,50.01,0,0.85,0,51.9,0,100,0,100,100,100,2.17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201702,1702,1.18 ,0.66 ,48,3830.88,-119.91,15,18.75,10.25,79.81,0,1.25,0,56.25,0,100,0,100,100,100,1.59,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201703,1703,0.52 ,0.59 ,63,2689.47,-1141.41,19,147.82,129.07,42.69,0,7.78,0,50.79,0,94.74,0,100,100,100,3.66,4.76,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉肖厝办,3707,201704,1704,0.90 ,-0.68 ,74,3524.62,835.15,164,318.16,170.34,47.63,0,1.94,0,62.16,0,100,0,100,100,100,2.1,1.35,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海沧保税港区港口功能区,3708,201401,1401,19.99 ,0.00 ,2811,206383.62,0,60983,183558.83,0,73.42,0,3.01,0,34.61,0,98.76,0,0,0,0,4.05,31.25,2.8,15.6,7.63,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海沧保税港区港口功能区,3708,201402,1402,25.54 ,-2.47 ,2275,211438.5,5054.88,25706,74290.34,-109268.49,92.94,0,2.89,0,32.13,0,98.79,0,0,0,0,4.31,30.6,2.06,16.6,12.78,21.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海沧保税港区港口功能区,3708,201403,1403,21.06 ,2.37 ,3028,207690.52,-3747.98,41875,94637.5,20347.16,68.59,0,2.26,0,36.36,0,98.61,0,0,0,0,6.08,32.9,4.14,16.25,10.03,19.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海沧保税港区港口功能区,3708,201404,1404,16.73 ,15.14 ,3036,187412.28,-20278.24,48360,91400.4,-3237.1,61.73,0,1.89,0,39.79,0,98.31,0,0,0,0,5.7,31.19,4.1,16.56,9.71,19.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
